id_dataset,url,sursa,data_publicarii,an,titlu,titlu_clean,text_curat,nr_cuvinte_raw,nr_cuvinte_truncat,label,label_numeric,hash_continut
d24_v1_1978773,https://www.digi24.ro/stiri/economie/agricultura/ambuteiaje-la-granita-romano-ucraineana-si-o-suta-de-nave-blocate-la-sulina-cum-decurge-misiunea-de-salvare-a-cerealelor-din-ucraina-1978773,digi24,2022-06-17 12:01,2022,Ambuteiaje la granița româno-ucraineană și o sută de nave blocate la Sulina. Cum decurge misiunea de salvare a cerealelor din Ucraina,Ambuteiaje la granița româno-ucraineană și o sută de nave blocate la Sulina. Cum decurge misiunea de salvare a cerealelor din Ucraina,"Ambuteiaje la granița româno-ucraineană și o sută de nave blocate la Sulina. Cum decurge misiunea de salvare a cerealelor din Ucraina. În portul ucrainean Ismail, şoferii de camioane stau la coadă cu camioanele pline cu cereale, în timp ce pe celălalt mal al Dunării, în România, aşteaptă navele care să ducă aceste cereale în porturile de la Marea Neagră, transmite AFP. Marinarii nu îşi aduc aminte să fii văzut vreodată atât de multe nave, cu diferite pavilioane, care să staţioneze în largul portului Sulina , unde aşteaptă să ajungă în Ucraina pentru a fi încărcate cu cereale. Invazia rusească a dat totul peste cap, blocada impusă de Moscova asupra porturilor maritime ucrainene, începând cu cel din Odesa, a paralizat exporturile acestei ţări care se numără printre cei mai mari producători mondiali de cereale. „Alternativa este Dunărea. Însă marea problemă o constituie capacitatea infrastructurilor de pe acest fluviu”, a explicat Iuri Dimcioglo, fost vicepreşedinte al consiliului regional din Odesa. Potrivit acestuia, de la începutul invaziei ruseşti, „doar 1,5 milioane de tone de cereale au putut fi exportate pe această cale”, o picătură comparativ cu cele 20 până la 25 de milioane de tone de cereale care în prezent sunt blocate în Ucraina. De la începutul invaziei ruseşti, „doar 1,5 milioane de tone de cereale au putut fi exportate” pe Dunăre, o picătură comparativ cu cele 20 până la 25 de milioane de tone de cereale care în prezent sunt blocate în Ucraina. Aflat chiar la capătul lanţului agricol, fermierul ucrainean Viaceslav Ziabkin, care lucrează la 35 de kilometri de portul Ismail, nu a trimis încă nimic prin intermediul navelor de pe Dunăre. „Nici măcar un singur kilogram”, spune fermierul, deoarece preţurile de achiziţie care i-au fost oferite sunt mult mai mici decât costurile de exploatare, iar soluţia pe Dunăre convine în special micilor agricultori care au de vândut cantităţi mici. Iar pentru cei care recurg la varianta transportului pe Dunăre, există numeroase obstacole. În primul rând ambuteiajele de pe drumuri – camioanele se aglomerează spre sudul Ucrainei în speranţa că vor putea descărca marfa la Dunăre. Apoi, odată ajunşi în port, şi aici este aglomeraţie. „Înainte de război, aveam nevoie de o zi, acum îmi trebuie și trei zile”, spune Serghei Gavrilenko, un şofer de 45 de ani. De cealaltă parte, ambarcaţiunile care trebuie să transporte mărfurile spre clienţii din străinătate, coborând pe Dunăre pentru a ajunge în Marea Neagră, s-au înmulţit şi ele. „Suntem în picioare de la răsărit până la apus. Este un efort pentru România” În largul portului Sulina, sunt aproape o sută de nave care aşteaptă , între şapte şi zece zile în medie, înainte de a putea intra pe canal în direcţia porturilor ucrainene. „Volumul nostru de muncă a crescut foarte mult. Suntem în picioare de la răsărit până la apus”, spune Gabriel Danila-Mihalcea, 28 de ani, căpitanul unei nave care şi-a înmulţit cursele între Sulina şi Marea Neagră. Misiunea acestei nave este crucială deoarece transferă la bordul fiecare nave aflate în radă un pilot care va duce nava până la portul de destinaţie, scrie Agerpres. Această regulă",718,512,Adevărat,0,d0cf76fdd61086c47445c780c6786813b3cbabbe
d24_v1_1989907,https://www.digi24.ro/stiri/externe/statele-unite-vor-cumpara-pentru-ucraina-un-sistem-avansat-antiracheta-reuters-1989907,digi24,2022-06-27 08:38,2022,Statele Unite vor cumpăra pentru Ucraina un sistem avansat antirachetă (Reuters),Statele Unite vor cumpăra pentru Ucraina un sistem avansat antirachetă (Reuters),"Statele Unite vor cumpăra pentru Ucraina un sistem avansat antirachetă (Reuters). Statele Unite vor anunța în această săptămână achiziționarea unui sistem avansat de apărare antirachetă sol-aer cu rază medie și lungă de acțiune pentru Ucraina, a declarat duminică pentru Reuters o sursă familiarizată cu această chestiune. Totodată, este de așteptat ca Washingtonul să anunțe și alte tipuri de ajutoare pentru Ucraina, inclusiv muniție suplimentară și radare de contra-baterie pentru a răspunde nevoilor exprimate de armata ucraineană, a adăugat sursa. Armamentul este cel mai recent ajutor oferit Ucrainei de către Statele Unite. Luna aceasta, președintele Joe Biden a convenit acordarea unui ajutor militar de 700 de milioane de dolari Ucrainei. Muniții, radare de contracarare a tirurilor, o serie de radare de supraveghere aeriană, rachete antitanc Javelin suplimentare, precum și arme antiblindate fac, de asemenea, parte din acest pachet, au declarat oficialii. Un alt efort, de a vinde Ucrainei patru drone mari ce pot fi dotate cu armament, a fost întrerupt la începutul acestei luni, din cauza îngrijorărilor că echipamentul ar putea crea un risc de securitate pentru Statele Unite dacă ar cădea în mâinile Rusiei.",176,184,Adevărat,0,7dfee1695e24ceccffbaaff506677223ecbbc883
d24_v1_1995109,https://www.digi24.ro/stiri/externe/medvedev-ameninta-occidentul-sanctiunile-impotriva-moscovei-ar-putea-justifica-un-razboi-1995109,digi24,2022-06-30 14:44,2022,Medvedev amenință Occidentul: Sancțiunile împotriva Moscovei ar putea justifica un război,Medvedev amenință Occidentul: Sancțiunile împotriva Moscovei ar putea justifica un război,"Medvedev amenință Occidentul: Sancțiunile împotriva Moscovei ar putea justifica un război. Vicepreşedintele Consiliului de Securitate al Federaţiei Ruse, Dmitri Medvedev, a afirmat joi că, în anumite circumstanţe, sancţiunile împotriva Moscovei ar putea fi considerate un act de agresiune şi ar putea justifica un război, informează Reuters. „Aş vrea să subliniez încă o dată că, în anumite circumstanţe, astfel de măsuri ostile ar putea fi de ademenea calificate drept un act de agresiune internaţională. Şi chiar un 'casus belli' (o justificare pentru război"", a declarat Medvedev, adăugând că Rusia are dreptul de a se apăra, scrie Reuters, potrivit Agerpres. Rusia se confruntă cu un val de sancţiuni paralizante din partea ţărilor occidentale, ca răspuns la invazia ei declanşată pe 24 februarie asupra Ucrainei şi pe care Moscova o numeşte „operaţiune militară specială”. Dmitri Medvedev, care a fost o perioadă preşedinte al Rusiei şi era considerat de unii un liberal, a devenit unul dintre cei mai vocali susţinători ai războiului, făcând o serie de afirmaţii dure la adresa Occidentului. În urmă cu două zile, Dmitri Medvedev a declarat că orice intruziune în Peninsula Crimeea din partea unui stat membru NATO ar putea echivala cu o declaraţie de război la adresa Rusiei, care ar putea conduce la al treilea război mondial, iar la începutul lui iunie el şi-a exprimat într-un mod virulent ""ura"" faţă de ""degeneraţii"" care vor ""moartea"" Rusiei. ""Sunt adeseori întrebat de ce postarile mele pe Telegram sunt atât de dure. Răspunsul este că îi urăsc. Sunt nişte nenorociţi şi degeneraţi"", a spus el. De asemenea, la 30 mai, Dmitri Medvedev a ameninţat pe contul său din Telegram că, în cazul unor lovituri cu rachete asupra unor oraşe ruseşti, Rusia ar putea riposta, lansând atacuri cu rachete asupra ""centrelor unde se iau deciziile criminale"", dintre care unele nu se află la Kiev. Medvedev, care a fost preşedinte între 2008 şi 2012, şi premier între 2012 şi 2020, este astăzi vicepreşedintele puternicului Consiliu al Securităţii Rusiei.",316,324,Adevărat,0,f2eabce742a7e0602c25d86731eb534d831bfbfa
d24_v1_1963345,https://www.digi24.ro/stiri/externe/consilierul-lui-zelenski-razboiul-ar-mai-putea-dura-intre-doua-si-sase-luni-care-sunt-conditiile-pentru-negocieri-de-pace-1963345,digi24,2022-06-04 11:12,2022,Consilierul lui Zelenski: Războiul ar mai putea dura între două şi şase luni. Care sunt condițiile Ucrainei pentru negocieri de pace,Consilierul lui Zelenski: Războiul ar mai putea dura între două şi şase luni. Care sunt condițiile Ucrainei pentru negocieri de pace,"Consilierul lui Zelenski: Războiul ar mai putea dura între două şi şase luni. Care sunt condițiile Ucrainei pentru negocieri de pace. Războiul cu Rusia ar mai putea dura între două şi şase luni, anticipează consilierul prezidenţial ucrainean Mihailo Podoliak, unul dintre apropiații președintelui Volodimir Zelenski. Războiul „s-ar putea prelungi între două şi până la şase luni”, a declarat Mihailo Podoliak vineri seară, într-un interviu pentru portalul rus de opoziţie Medusa, preluat de dpa și Agerpres. În opinia sa, unul dintre principalii factori îl reprezintă capacitatea stocurilor de armament. Un alt factor hotărâtor este felul în care dispoziţia s-ar putea schimba în Europa, Ucraina şi Rusia. Vor avea loc negocieri de pace doar dacă situaţia pe teren se va schimba şi Rusia nu va mai avea impresia că îşi poate impune condiţiile, a mai spus el. Podoliak a avertizat că eventuale concesii teritoriale făcute Rusiei nu vor pune capăt războiului. Unele oraşe, precum Mariupol şi, în prezent, Severodoneţk, unde au loc acum lupte aprige, pur şi simplu nu mai există, a atras el atenţia. Consilierul prezidenţial ucrainean a estimat pierderile Rusiei la circa 80.000 de oameni, până în acest moment. În această cifră sunt incluse decesele din rândul armatei regulate, al separatiştilor proruşi şi al mercenarilor din grupul Wagner. Podoliak a spus că, după un început dezastruos pentru Moscova, cu până la 1.000 de decese pe zi, pierderile actuale ale trupelor ruse şi ucrainene sunt „comparabile”. Recent, preşedintele ucrainean Volodimir Zelenski a estimat pierderile zilnice din tabăra ucraineană la 100 până la 500 de morţi şi răniţi.",238,256,Adevărat,0,b5213ea8c6212decb87ea735c317d752141f8542
d24_v1_1959485,https://www.digi24.ro/stiri/externe/olena-zelenski-dezvaluiri-emotionante-despre-cei-doi-copii-ai-ei-1959485,digi24,2022-06-01 09:54,2022,"Olena Zelenski, dezvăluiri emoționante despre cei doi copii ai ei","Olena Zelenski, dezvăluiri emoționante despre cei doi copii ai ei","Olena Zelenski, dezvăluiri emoționante despre cei doi copii ai ei. Copiii din Ucraina nu sărbătoresc ziua de 1 iunie. Războiul le-a răpit această bucurie. Într-un interviu acordat jurnaliștilor din Kiev, Olena Zelenski, soția președintelui ucrainean, spune că invazia și armele sunt singurele subiecte despre care vorbesc propriii ei copii. Zelenski: „Ucraina îşi poate dubla producţia militară dacă primeşte fonduri”. Germania îi va cumpăra sute de rachete Patriot Zelenski: „Pentru prima dată în război, o poziție inamică a fost capturată în întregime de sisteme robotice terestre și drone” Nicușor Dan, citat la Curtea de Apel București într-un dosar pe imobiliare: Dacă nu vii, înseamnă că eşti de acord cu ce se spune Ciprian Ciucu, critici pentru Nicușor Dan: Se coordonează mai mult cu PSD, decât cu PNL/USR. Era bine să se consulte mai des cu Bolojan Avertismente din PSD și PNL despre criza guvernamentală. Constantin Toma: Ne ducem în cap/ Adrian Cozma: Vom avea o contra-reacție Tudorel Toader, despre amenințarea PSD: Alianța de guvernare nu se va rupe, doar se va reconfigura Un soldat israelian lovește cu un ciocan o statuie a lui Iisus din sudul Libanului. Armata confirmă autenticitatea fotografiei Radu Miruță atacă PSD: „«Momentul adevărului» va separa liderii de interesele de partid” SUA au capturat o navă iraniană în Golful Oman. Imagini cu operațiunea: „gaură” în sala motoarelor și forțe americane coborând în rapel Olena Zelenska: ""Încerc doar să trec peste toată această perioadă... peste despărțire. Familia noastră este separată. Îl văd pe Volodimir periodic aici, la birou. Sunt momente în care, dacă nu este la vreo întâlnire, pot intra să-l văd, să-l salut. În ceea ce-i privește pe copii, ei înțeleg cumva că această perioadă se va încheia la un moment dat, dar întrebarea constantă în familia noastră este când se va întâmpla acest lucru. Am încercat mereu să vorbesc sincer cu ei, așa că voi continua să o fac. Cu fiica mea este mai ușor, este deja adult. Citește totul, vede totul și știe ce victorii trebuie să obținem pentru a pune capăt războiului. Cu fiul meu este ceva mai diferit, este un politolog care crește, știe totul, ne dă sfaturi militare, ce arme ar trebui să cumpere țara... Tatălui lui îi spune ce tancuri, avioane, elicoptere trebuie să cumpărăm, ce ne lipsește. Ce țări nu ne ajută cum trebuie, ce țări ne ajută aşa cum ne-am dori. Este un expert militar, poți vorbi cu el despre asta luni întregi"".",396,403,Adevărat,0,1558e3a96dc02d1596bb2fe0ccb1e662eece5efd
d24_v1_1947605,https://www.digi24.ro/stiri/externe/zelenski-vrea-sa-se-creeze-un-fond-din-care-ca-toti-care-au-suferit-din-cauza-rusiei-sa-poata-primi-compensatii-1947605,digi24,2022-05-21 10:48,2022,Zelenski vrea ca Rusia să plătească pentru crime: Toți care au suferit din cauza războiului să poată primi compensații,Zelenski vrea ca Rusia să plătească pentru crime: Toți care au suferit din cauza războiului să poată primi compensații,"Zelenski vrea ca Rusia să plătească pentru crime: Toți care au suferit din cauza războiului să poată primi compensații. Președintele Ucrainei le cere țărilor partenere să recunoască legal că Rusia trebuie să fie responsabilă financiar pentru crimele pe care le-a comis. Liderul de la Kiev vorbește despre crearea unui mecanism, prin care cei care au suferit din cauza acțiunilor Rusiei să poată primi compensații. Într-un mesaj postat pe rețelele sociale, Zelenski a afirmat că Rusia va simți astfel adevărata greutate a fiecărei rachete trase asupra Ucrainei. ""Prin urmare, invităm țările partenere să semneze un acord multilateral și să creeze un mecanism prin care toți cei care au suferit din cauza acțiunilor Rusiei să poată primi compensații pentru toate pierderile. Conform unui astfel de acord, fondurile și proprietățile rusești aflate sub jurisdicția țărilor partenere trebuie să fie confiscate sau înghețate, apoi direcționate către un fond special creat din care toate victimele agresiunii ruse pot primi despăgubiri corespunzătoare. Așa ar fi corect. Și Rusia va simți adevărata greutate a fiecărei rachete, a fiecărei bombe, a fiecărui proiectil pe care l-a tras asupra noastră"", a declarat Volodimir Zelenski.",169,185,Adevărat,0,1b45bb9dbbd8ea27fd8d5d989d9e5d81ecd63d91
d24_v1_1948475,https://www.digi24.ro/stiri/externe/ministrul-rus-al-transporturilor-recunoaste-lovitura-pe-care-rusia-a-primit-o-in-urma-sanctiunilor-impuse-1948475,digi24,2022-05-22 13:18,2022,Primul ministru rus care recunoaște public cât de lovită este Rusia de sancțiuni,Primul ministru rus care recunoaște public cât de lovită este Rusia de sancțiuni,"Primul ministru rus care recunoaște public cât de lovită este Rusia de sancțiuni. Ministrul rus al transporturilor, Vitali Saveliev, recunoaște că sancțiunile internaționale impuse Rusiei, au „rupt"" structura logistică a țării. Într-un interviu pentru agenția de presă de stat TASS, preluat de CNN, Vitali Saveliev a spus că Rusia este acum în situația în care trebuie să caute noi coridoare logistice pentru comerț. „Sancțiunile impuse Rusiei... au rupt practic toată logistica din țara noastră. Trebuie să căutăm noi coridoare logistice"", a declarat Vitali Saveliev, într-un discurs susținut în timpul unei vizite în orașul port Astrakhan, de la Marea Caspică. El a spus că Moscova încearcă să folosească rute comerciale alternative, cum ar fi coridorul de transport internațional nord-sud (INSTC), o rută de tranzit care leagă India de țările din Asia Centrală, Rusia și Europa prin Iran, potrivit TASS.",128,138,Adevărat,0,f2c565dec980308ff3557029a8521f62fde435ee
d24_v1_1952819,https://www.digi24.ro/stiri/externe/turcia-discuta-cu-rusia-si-ucraina-deschiderea-unui-coridor-pentru-exportul-de-cereale-oficial-turc-negocierile-sunt-in-desfasurare-1952819,digi24,2022-05-26 13:49,2022,Turcia discută cu Rusia şi Ucraina deschiderea unui coridor pentru exportul de cereale. Oficial turc: Negocierile sunt în desfăşurare,Turcia discută cu Rusia şi Ucraina deschiderea unui coridor pentru exportul de cereale. Oficial turc: Negocierile sunt în desfăşurare,"Turcia discută cu Rusia şi Ucraina deschiderea unui coridor pentru exportul de cereale. Oficial turc: Negocierile sunt în desfăşurare. Ankara negociază cu Moscova şi Kiev deschiderea unui coridor prin Turcia pentru exporturile de cereale din Ucraina, a declarat joi un înalt oficial turc. Peste 20 de milioane de tone de cereale aşteaptă în silozuri să fie exportate. Declinul exporturilor a fost provocat de problemele logistice, după ce Rusia a invadat Ucraina pe 24 februarie şi a blocat accesul la porturile ucrainene de la Marea Neagră, principalele rute pentru exporturile de cereale ale Kievului. Peste 20 de milioane de tone de cereale aşteaptă în silozuri să fie exportate, iar recolta din acest an este în pericol. Rusia şi Ucraina erau responsabile pentru aproape o treime din livrările globale de grâu, iar lipsa exporturilor din Ucraina contribuie la creşterea crizei alimentare pe plan mondial. „Turcia negociază atât cu Rusia, cât şi cu Ucraina în privinţa exporturilor de cereale ucrainene. Dacă va fi deschis un coridor din Turcia, cerealele ar putea ajunge în ţările în care este atât de mare nevoie. Negocierile sunt încă în desfăşurare”, a afirmat un oficial turc citat de Reuters, potrivit Agerpres. Miercuri, viceministrul rus al Afacerilor Externe al Federaţiei Ruse, Andrei Rudenko, a declarat că Moscova este gata să asigure un coridor umanitar pentru ca navele care transportă produse alimentare să poată pleca din Ucraina. Rudenko a cerut în context ridicarea sancţiunilor împotriva Moscovei, ca o condiţie pentru evitarea unei crize alimentare mondiale din cauza blocării exporturilor de cereale ucrainene de la declanşarea ofensivei ruse. Înainte de invazia Rusiei din 24 februarie , Ucraina exporta lunar până la şase milioane tone de cereale. Războiul a generat volatilitate pe pieţele financiare internaţionale, ducând la creşterea preţurilor la materiilor prime şi afectând logistica.",277,293,Adevărat,0,2e4e8c2abebf8e6fa8954cf138e3a324ac4347a0
d24_v1_1937313,https://www.digi24.ro/stiri/actualitate/sefii-fortelor-navale-din-europa-s-au-reunit-la-bucuresti-dincu-fortele-ruse-sunt-aproape-de-gurile-dunarii-pe-insula-serpilor-1937313,digi24,2022-05-12 17:56,2022,"Șefii forțelor navale din Europa s-au reunit la București. Dîncu: Forțele ruse sunt aproape de gurile Dunării, pe Insula Șerpilor","Șefii forțelor navale din Europa s-au reunit la București. Dîncu: Forțele ruse sunt aproape de gurile Dunării, pe Insula Șerpilor","Șefii forțelor navale din Europa s-au reunit la București. Dîncu: Forțele ruse sunt aproape de gurile Dunării, pe Insula Șerpilor. Comandanții forțelor de marină militară din Europa s-au reunit la București, miercuri și joi, iar ministrul apărării, Vasile Dîncu, le-a spus că România urmărește cu atenție posibila extindere a conflictului spre Odesa, în condițiile în care „se poartă lupte în Marea Neagră, forțele ruse fiind, de fapt, aproape de gurile Dunării, pe Insula Șerpilor”. De asemenea, România rămâne procupată de faptul că Marea Neagră nu este, practic, deschisă pentru circulația internațională, le-a mai spus Vasile Dîncu celor 25 de șefi ai forțelor navale din țările europene membre ale UE sau ale NATO și reprezentanților conducerilor Comandamentului Maritim Aliat al NATO și ai Flotei a VI-a a SUA dislocată în Europa. În alocuțiunea sa, ministrul a făcut referire la războiul din Ucraina și la situația tensionată din Marea Neagră. „Trăim cu toții vremuri extrem de grele aici, în regiunea Mării Negre, în urma agresiunii militare a Federației Ruse asupra unui stat suveran și independent, Ucraina”, a spus ministrul apărării. „ Prezența dumneavoastră la București este cu atât mai relevantă în contextul în care se poartă lupte în Marea Neagră, forțele ruse fiind, de fapt, aproape de gurile Dunării, pe Insula Șerpilor. România monitorizează cu mare atenție această situație, posibila dezvoltare a conflictului spre Odesa, și rămâne procupată de faptul că Marea Neagră nu este, practic, deschisă pentru circulația internațională ”, a transmis Vasile Dîncu, potrivit unui comunicat al MApN. Pe de altă parte, ministrul apărării naționale a arătat că operaționalizarea Grupului de luptă al NATO în România este tot mai aproape și că, împreună cu cele din Bulgaria, Slovacia și Ungaria, va duce la consolidarea flancului estic al Alianței. Ministrul a apreciat rolul marinelor militare în acest context geopolitic complicat și a spus că este convins că „participarea la misiunile și operațiile navale ale NATO și Uniunii Europene au contribuit la obținerea interoperabilității atât de necesare în acest moment”. Vasile Dîncu crede că războiul dintre Rusia și Ucraina scoate în evidență o serie nouă de provocări la adresa securității globale, cu implicații pe termen scurt, mediu și lung. „Trebuie să rămânem uniți, să cooperăm strâns, așa cum am făcut mai ales de la declanșarea acestui război inuman, să continuăm să ne antrenăm împreună, să executăm misiuni în zonele de responsabilitate și interes și, esențial, să evoluăm împreună”, a arătat Vasile Dîncu. De ce au venit comandanții forțelor navale din Europa la București Reuniunea Comandanților Marinelor Militare din Europa (CHENS) este un forum informal și independent, format din șefii marinelor militare din statele europene membre ale UE sau NATO și care au forțe navale. România deține președinția acestui forum european de anul trecut, iar șeful Statului Major al Forțelor Navale, contraamiralul Mihai Panait, a predat joi conducerea structurii omologului său irlandez, commodore Michael Malone. După extinderile succesive ale NATO și UE, începând cu data de 31 ianuarie 2019, forumul CHENS este alcătuit din șefii forțelor navale din Albania, Belgia, Bulgaria, Croația, Cipru, Danemarca, Estonia, Finlanda, Franța, Germania, Grecia, Irlanda, Italia, Letonia, Lituania, Malta, Marea",630,512,Adevărat,0,1eae4e9e4cf16a522327cc9f82db43d7be478941
d24_v1_1956687,https://www.digi24.ro/stiri/externe/kalush-orchestra-a-vandut-trofeul-eurovision-cu-suma-obtinuta-se-vor-cumpara-trei-drone-pentru-ucraina-1956687,digi24,2022-05-30 09:43,2022,Kalush Orchestra a vândut trofeul Eurovision. Cu suma obținută se vor cumpăra trei drone pentru Ucraina,Kalush Orchestra a vândut trofeul Eurovision. Cu suma obținută se vor cumpăra trei drone pentru Ucraina,"Kalush Orchestra a vândut trofeul Eurovision. Cu suma obținută se vor cumpăra trei drone pentru Ucraina. Kalush Orchestra, trupa ucraineană care a câștigat concursul Eurovision din acest an, și-a vândut trofeul pentru 900.000 de dolari, în scopul de a strânge bani pentru ajutarea trupelor ucrainene, scrie BBC . Trofeul a fost scos la licitație pe Facebook, pentru a se cumpăra drone pentru armata ucraineană. Vânzarea a coincis cu apariția trupei la un concert caritabil la Poarta Brandenburg din Berlin care urmărea strângerea de fonduri pentru materiale medicale. În discursul susținut în timpul concertului, Oleh Psiuk, membru al trupei, a făcut apel ca oamenii să fie atenți la ce se întâmplă în Ucraina și să nu se obișnuiască cu războiul care a dus la moartea a 4031 de civili și la rănirea a încă 4735, așa cum arată bilanțul ONU. Totodată, peste 14 milioane de oameni au fost obligați să-și părăsească locuințele de la începutul invaziei, iar orașele au fost transformate în grămezi de moloz. ""Cred că informațiile despre război ar trebui să apară mereu pe primele pagini, până când va veni pacea"", a spus Psiuk. Cântecul Kalush Orchestra, Stefania, care a câștigat ediția din acest an a Eurovision, a fost scris inițial în semn de omagiu adus mamei lui Psiuk, dar versurile emoționante precum ""Voi merge mereu spre tine pe drumuri sparte"" au fost reinterpretate ca un strigăt de mobilizare. Prezentatorul de televiziune ucrainean Serhiy Prytula a anunțat că banii obținuți din vânzarea trofeului vor fi folosiți pentru achiziționarea a trei drone PD-2 de producție ucraineană, scrie Reuters.",245,258,Adevărat,0,1d5057fe0e3d4a4af5b4027e2fe30edd38070cf8
d24_v1_1957913,https://www.digi24.ro/stiri/externe/belarusul-organizeaza-exercitii-de-mobilizare-militara-in-regiunea-gomel-invecinata-cu-ucraina-si-rusia-1957913,digi24,2022-05-31 02:44,2022,"Belarusul organizează exerciții de mobilizare militară în regiunea Gomel, învecinată cu Ucraina și Rusia","Belarusul organizează exerciții de mobilizare militară în regiunea Gomel, învecinată cu Ucraina și Rusia","Belarusul organizează exerciții de mobilizare militară în regiunea Gomel, învecinată cu Ucraina și Rusia. Belarusul - aliat al Moscovei - va desfăşura exerciţii de mobilizare militară în lunile iunie şi iulie în regiunea Gomel, care se învecinează atât cu Ucraina, cât și cu Rusia, a anunțat luni agenţia de presă de stat BelTA, preluată de Reuters . Regiunea Gomel se învecinează la sud cu Ucraina - în unele porţiuni cu zona de excludere de la Cernobîl -, în timp ce la est se învecinează cu Rusia. Săptămâna trecută, preşedintele belarus Aleksandr Lukaşenko a ordonat crearea unui nou comandament militar pentru zona de sud a ţării, care este situată la graniţa cu Ucraina. În perioada 22 iunie - 1 iulie vor fi organizate exerciţii planificate cu comisariatele militare (agenţii administrative militare) şi cu forţele armate, a informat comisarul militar al regiunii Gomel, Andrei Krivonosov. În perioada 28 iunie - 16 iulie vor avea loc antrenamente militare cu cei care pot intra în serviciul militar pentru formaţiunile de apărare teritorială, a adăugat el. „Evenimentele de acest tip sunt organizate în mod tradiţional pentru a spori pregătirea de luptă şi de mobilizare a comisariatelor militare şi pentru a îmbunătăţi cunoştinţele militare şi aptitudinile practice ale celor ce pot fi chemați în serviciul militar”, a declarat Krivonosov. Aliat apropiat al Rusiei, Belarus a declarat în martie că forţele sale armate nu iau parte la ceea ce Moscova numeşte „operaţiunea sa specială” din Ucraina, dar a servit drept punct de plecare pentru miile de militari ruşi care au invadat Ucraina la 24 februarie, declanşând o agresiune militară fără precedent de la Al Doilea Război Mondial.",260,270,Adevărat,0,a0170635f409e1aff274013190ef6945f0e80007
d24_v1_1947815,https://www.digi24.ro/stiri/externe/rusia-interzice-intrarea-in-tara-a-lui-biden-blinken-si-a-altor-aproape-o-mie-de-americani-1947815,digi24,2022-05-21 20:59,2022,"Rusia interzice intrarea în ţară a lui Biden, Blinken şi a altor aproape o mie de americani. Printre ei, și foști oficiali morți","Rusia interzice intrarea în ţară a lui Biden, Blinken şi a altor aproape o mie de americani. Printre ei, și foști oficiali morți","Rusia interzice intrarea în ţară a lui Biden, Blinken şi a altor aproape o mie de americani. Printre ei, și foști oficiali morți. Rusia a interzis sâmbătă intrarea în această ţară pentru un număr de 963 de cetăţeni americani, printre care preşedintele SUA Joe Biden şi secretarul de stat Antony Blinken, în replică la sancţiunile impuse de SUA după agresiunea militară a Rusiei contra Ucrainei, relatează agenţiile Reuters şi EFE. Lista „actualizată” a Moscovei îi include pe majoritatea senatorilor americani și a membrilor Camerei Reprezentanților, foști și actuali oficiali guvernamentali, jurnaliști, personal militar, avocați, alți cetățeni, directori executivi - și chiar câteva persoane decedate. Fostul senator John McCain și fostul directorul adjunct al Agenției de Informații a Apărării, Melissa Drisko , ambii decedați în 2018, au fost incluși pe listă. De asemenea, democratul Harry Reid , care a fost liderul majorității din Senat între 2007 și 2015 și care a murit în decembrie, și Orrin Hatch , care a fost senator timp de 42 de ani (deține recordul între republicani) înainte de muri, la sfârșitul lunii trecute, la 88 de ani. Pe listă se regăsesc și nume de la Hollywood: actorul Morgan Freeman și actorul și cineastul Rob Reiner . În 2017, Reiner a fost implicat în promovarea grupului Comitetul pentru Investigarea Rusiei, iar Freeman a apărut într-un videoclip promoțional. Mike Pompeo , fost secretar de stat în timpul președintelui Trump, este, de asemenea, inclus pe listă. El făcuse declarații despre interferența lui Vladimir Putin în alegerile din SUA, relatează CNN . Moscova spune că aceste persoane a căror intrare în Rusia este interzisă „incită la rusofobie” și acuză Washingtonul că încearcă să impună restului lumii o „ordine mondială bazată pe reguli neo-coloniale” și să configureze o nouă realitate geopolitică. În martie, pe lângă președintele Joe Biden, guvernul rus adăugase următoarele persoane pe „lista neagră”: secretarul de stat american Antony Blinken, secretarul apărării Lloyd Austin, președintele Statului Major Întrunit, generalul Mark Milley, consilierul pentru securitate națională al lui Biden, Jake Sullivan, directorul CIA William Burns, fostul secretar de presă al Casei Albe Jen Psaki și alții. Pe listă se aflau, de asemenea, fiul președintelui, Hunter Biden, și fostul candidat la președinția SUA și fost secretar de stat Hillary Clinton. În aprilie, Rusia a interzis și alte persoane, printre care vicepreședintele Kamala Harris, soțul acesteia Doug Emhoff, directorul general al companiei Meta, Mark Zuckerberg, și șeful Bank of America, Brian Moynihan. „Acţiunile ostile ale Washingtonului se vor întoarce ca un bumerang împotriva SUA şi vor fi respinse cum se cuvine”, notează Ministerul rus de Externe în anunţul despre interdicţia menţionată. Decizia Moscovei este doar una simbolică, dar se înscrie în spirala descendentă a relaţiilor ruso-americane, ce s-au degradat continuu chiar şi în perioada premergătoare lansării invaziei ruse asupra Ucrainei. Într-un anunț separat, sâmbătă, Ministerul rus de Externe a anunțat, de asemenea, numele a 26 de canadieni cărora li s-a interzis intrarea în țară, pe lângă interdicția anterioară a premierului Justin Trudeau, în martie. Rusia a anunţat sâmbătă o măsură similară şi împotriva soţiei premierul canadian Justin Trudeau, Sophie Trudeau, şi a altor 25",567,512,Adevărat,0,e8dbe1f7a6f68de380a4a9e79fd810147325fec3
