id,sursa_site,an,titlu,label_numeric,pred,prob_cls1,nr_cuvinte,nr_ghilimele,densitate_ghilimele,nr_paragrafe,nr_non_ascii,pct_non_ascii
vrd_0317,veridica.ro,2023,Planul de federalizare a Moldovei a avut o largă susținere la Chișinău,1,1,0.6704244613647461,262,4,0.015267175572519083,1,65,3.581267217630854
vrd_0125,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Misiunea AIEA a lăudat armata rusă pentru că apără centrala nucleară Zaporojie de bombardamentele ucrainene,1,0,0.0027564081829041,160,5,0.03125,1,44,4.150943396226415
vrd_0580,veridica.ro,2025,Bucureștiul îi cere Chișinăului suprimarea opoziției pro-ruse,1,0,0.2289501726627349,165,2,0.012121212121212121,1,86,7.2758037225042305
vrd_0056,veridica.ro,2022,Kievul torturează prizonierii de război și refuză să respecte Convenția de la Geneva,1,0,0.0055412333458662,127,4,0.031496062992125984,1,40,4.545454545454546
vrd_0324,veridica.ro,2023,Odesa și sudul Ucrainei sunt ale Rusiei,1,0,0.0050857011228799,134,6,0.04477611940298507,1,35,4.4136191677175285
vrd_0365,veridica.ro,2024,"Ucraina, o invenție a Rusiei condusă acum de non-ucraineni",1,1,0.6683200001716614,192,0,0.0,1,61,4.995904995904995
vrd_0640,veridica.ro,2026,Zelenski vrea să fie legitimat ca președinte de Putin,1,0,0.00179935968481,141,12,0.0851063829787234,1,39,4.020618556701031
vrd_0261,veridica.ro,2023,Ucrainenii vor cetățenia rusă ca să-și apere copiii de UE,1,0,0.0028423541225492,245,5,0.02040816326530612,1,96,5.814657783161721
vrd_0548,veridica.ro,2025,"Rusia vrea să returneze ucrainenii uciși, dar Kievul refuză",1,0,0.0024047866463661,126,6,0.047619047619047616,1,35,4.353233830845771
vrd_0552,veridica.ro,2025,"Spre deosebire de Israel, Rusia a intrat în război ca să se apere",1,0,0.0204164553433656,93,2,0.021505376344086023,1,32,4.819277108433735
vrd_0444,veridica.ro,2024,Maia Sandu este doar președintele diasporei,1,0,0.0020044087432324,341,0,0.0,1,111,4.907161803713528
vrd_0528,veridica.ro,2025,Rusia are dreptul istoric de a ocupa Ucraina,1,0,0.0048860777169466,195,8,0.041025641025641026,1,76,5.819295558958652
vrd_0562,veridica.ro,2025,Rusia ajută Ucraina să revină la pace și neutralitate,1,0,0.0032989112660288,187,6,0.03208556149732621,1,56,4.157386785449146
vrd_0034,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Rusia a distrus laboratoare americane de arme biologice din Ucraina,1,0,0.0024842750281095,163,10,0.06134969325153374,1,37,3.3333333333333335
vrd_0152,veridica.ro,2022,Rusia s-a retras din APCE pentru că n-a vrut gay în Duma de Stat,1,0,0.0015461064176633,326,4,0.012269938650306749,1,100,4.6253469010175765
vrd_0073,veridica.ro,2022,Rusia va fi forțată să recurgă la arme nucleare,1,0,0.0020449955482035,484,2,0.004132231404958678,1,153,5.189959294436906
vrd_0611,veridica.ro,2025,Moscova îi va judeca pe criminalii de război ucraineni,1,0,0.4062468409538269,210,4,0.01904761904761905,1,68,5.025868440502587
vrd_0627,veridica.ro,2025,"Occidentul folosește Ucraina drept ""berbec"" împotriva Rusiei",1,0,0.0025974072050303,228,8,0.03508771929824561,1,84,5.861828332170272
vrd_0429,veridica.ro,2024,"Rusia poartă un război just și etic, nu ca Israelul",1,1,0.6743482351303101,182,4,0.02197802197802198,1,73,6.654512306289881
vrd_0602,veridica.ro,2025,Guvernarea de la Chișinău pregătește închiderea școlilor în limba rusă,1,1,0.6776905059814453,132,6,0.045454545454545456,1,52,6.63265306122449
vrd_0232,veridica.ro,2023,"În 2023, România va pierde Transilvania",1,1,0.6724936366081238,470,2,0.00425531914893617,1,149,5.279943302622254
vrd_0619,veridica.ro,2025,UE sabotează planul american de pace pentru a prelungi războiul,1,0,0.004019122570753,143,8,0.055944055944055944,1,40,4.329004329004329
vrd_0289,veridica.ro,2023,Ucrainenii nu învață ceva util din instrucția NATO,1,0,0.0023165524471551,466,6,0.012875536480686695,1,156,5.081433224755701
vrd_0049,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: ONU sprijină genocidul îndreptat împotriva rusofonilor din Ucraina,1,0,0.0192677471786737,199,6,0.03015075376884422,1,72,5.369127516778524
vrd_0064,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Polonia va prelua controlul asupra ""teritoriilor sale istorice"" din Ucraina cu ajutorul SUA",1,0,0.0026033718604594,175,16,0.09142857142857143,1,49,4.073150457190358
vrd_0028,veridica.ro,2022,Kievul a înscenat pentru presă atacurile separatiștilor din Donbass asupra infrastructurii civile,1,0,0.0064289704896509,355,9,0.02535211267605634,1,100,3.9872408293460926
vrd_0612,veridica.ro,2025,În Moldova sunt edificate monumente naziste,1,0,0.0187136717140674,376,17,0.04521276595744681,1,114,4.181951577402788
vrd_0650,veridica.ro,2026,Republica Moldova vrea să rupă relațiile diplomatice cu Rusia,1,0,0.0017926675500348,226,1,0.004424778761061947,1,63,4.2625169147496615
vrd_0234,veridica.ro,2023,Apropierea de UE aruncă Moldova în sărăcie,1,1,0.6764222979545593,80,4,0.05,1,24,4.8
vrd_0644,veridica.ro,2026,Zelenski a făcut trafic de minori cu Epstein,1,0,0.0016457346500828,314,4,0.012738853503184714,1,92,4.503181595692609
vrd_0086,veridica.ro,2022,Statele Unite au provocat războiul din Ucraina pentru a profita economic,1,1,0.6710357666015625,404,2,0.0049504950495049506,1,132,5.196850393700787
vrd_0284,veridica.ro,2023,Maia Sandu închide școli pentru că Occidentul vrea mână de lucru ieftină,1,1,0.6774649024009705,326,12,0.03680981595092025,1,114,5.523255813953488
vrd_0493,veridica.ro,2025,"Republica Moldova, românizată în urma presiunilor Bucureștiului",1,0,0.1308833509683609,96,4,0.041666666666666664,1,26,3.869047619047619
vrd_0439,veridica.ro,2024,Ucrainenii vor să-l ucidă pe secretarul general ONU,1,0,0.0018062285380437,126,2,0.015873015873015872,1,39,4.905660377358491
vrd_0245,veridica.ro,2023,România este invadată de asiatici,1,1,0.676508367061615,147,2,0.013605442176870748,1,58,6.628571428571428
vrd_0078,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: UE se teme de tuberculoza provenită din laboratoare NATO din Ucraina,1,0,0.0017824871465563,130,4,0.03076923076923077,1,32,3.8186157517899764
vrd_0020,veridica.ro,2022,Forțele speciale britanice vor escalada situația din Donbass fără consimțământul Kievului,1,0,0.0035470810253173,196,8,0.04081632653061224,1,63,4.805491990846682
vrd_0346,veridica.ro,2024,"Euromaidanul, o acțiune rusofobă și fascistă care a cauzat războiul",1,1,0.6617054343223572,393,4,0.010178117048346057,1,143,5.706304868316042
vrd_0598,veridica.ro,2025,"Militari britanici, alături de Rusia contra ""noului Hitler"", Zelenski",1,0,0.0016343154711648,171,4,0.023391812865497075,1,46,4.09982174688057
vrd_0323,veridica.ro,2023,Occidentul pregătește înlocuirea Maiei Sandu,1,0,0.0677706003189086,481,10,0.02079002079002079,1,172,5.619078732440379
vrd_0181,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Pierderile armatei ucrainene sunt atât de mari, încât elevii sunt forțați să doneze sânge pentru militari",1,0,0.0047967187128961,121,2,0.01652892561983471,1,52,6.869220607661823
vrd_0258,veridica.ro,2023,Scoaterea Partidului Șor în afara legii e uzurpare a puterii în stat,1,1,0.6791849732398987,1004,15,0.014940239043824702,1,358,5.244652798124816
vrd_0478,veridica.ro,2025,NATO vrea ca România și Moldova să dea carne de tun pentru un război cu Rusia,1,0,0.0033699173945933,381,20,0.05249343832020997,1,134,5.136067458796473
vrd_0048,veridica.ro,2022,"Un oficial rus cere ""denazificarea"" statelor baltice, Poloniei, Republicii Moldova și Kazahstanului",1,0,0.0030625169165432,388,16,0.041237113402061855,1,116,4.595879556259905
vrd_0388,veridica.ro,2024,Armata Republicii Moldova va deveni parte a armatei române,1,1,0.6774470210075378,587,6,0.010221465076660987,1,199,5.13283466597885
vrd_0665,veridica.ro,2026,"UE ține în viață ""regimul nazist"" de la Kiev care respinge pacea",1,0,0.0027894750237464,165,8,0.048484848484848485,1,60,5.323868677905945
vrd_0111,veridica.ro,2022,"Dacă Republica Moldova ar fi fost parte a României, era o regiune subdezvoltată, cu o populația de analfabeți aserviți românilor",1,1,0.6772313117980957,311,10,0.03215434083601286,1,110,5.467196819085487
vrd_0117,veridica.ro,2022,O baschetbalistă din România a murit din cauza vaccinării împotriva COVID-19,1,0,0.0031949190888553,470,8,0.01702127659574468,1,149,4.70625394819962
vrd_0434,veridica.ro,2024,"Ucraina se pregătește să atace Transnistria, cu sprijinul tacit al Occidentului",1,0,0.0054429648444056,370,8,0.021621621621621623,1,106,4.330065359477124
vrd_0139,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Pierderi de sute de mii de militari ucraineni, confirmate de un general de la Kiev",1,0,0.003354211570695,158,4,0.02531645569620253,1,35,3.68809272918862
vrd_0217,veridica.ro,2023,Chișinăul promovează isteria antirusă,1,0,0.0033461630810052,198,11,0.05555555555555555,1,57,4.127443881245474
vrd_0253,veridica.ro,2023,În Republica Moldova nu există propagandă rusă,1,0,0.0018503272440284,167,6,0.03592814371257485,1,42,3.6553524804177546
vrd_0364,veridica.ro,2024,Ajutorul american pentru Ucraina va cauza distrugeri și victime,1,1,0.6701540946960449,204,2,0.00980392156862745,1,61,4.60377358490566
vrd_0037,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: În laboratoarele secrete din Ucraina era produs coronavirus,1,0,0.0016604861011728,132,2,0.015151515151515152,1,36,3.854389721627409
vrd_0353,veridica.ro,2024,Guvern ucrainean în exil și război al Occidentului cu Rusia,1,1,0.6672308444976807,233,2,0.008583690987124463,1,97,6.807017543859649
vrd_0587,veridica.ro,2025,Franța și Marea Britanie vor Transnistria ca să ajungă la Marea Neagră,1,0,0.0177645236253738,358,9,0.025139664804469275,1,138,5.688375927452597
vrd_0176,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: În Ucraina sunt mobilizați doar rusofonii din est pentru că se dorește exterminarea lor,1,0,0.00388471246697,92,2,0.021739130434782608,1,21,3.088235294117647
vrd_0254,veridica.ro,2023,Occidentul forțează Moldova să urmeze calea Ucrainei,1,0,0.0020092227496206,193,6,0.031088082901554404,1,62,5.145228215767634
vrd_0412,veridica.ro,2024,Germania va reloca migranții în Moldova,1,1,0.675128161907196,188,0,0.0,1,52,4.377104377104377
vrd_0206,veridica.ro,2023,Guvernarea de la Chișinău vrea să elimine limba moldovenească pentru că pregătește unirea cu România,1,0,0.1908705979585647,154,2,0.012987012987012988,1,42,4.281345565749235
vrd_0320,veridica.ro,2023,Maia Sandu pregătește Moldova de război cu Rusia,1,0,0.0020740807522088,163,2,0.012269938650306749,1,59,5.108225108225108
vrd_0071,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Președintele Poloniei a recunoscut că Varșovia va anexa teritorii ucrainene,1,0,0.0196856316179037,138,9,0.06521739130434782,1,35,3.875968992248062
vrd_0303,veridica.ro,2023,"Televiziune închisă în Moldova pentru că promova ""valorile familiei tradiționale""",1,1,0.6785319447517395,148,2,0.013513513513513514,1,50,5.3078556263269645
vrd_0527,veridica.ro,2025,Ucraina refuză pacea și riscă să rămână fără aliați,1,0,0.0033805600833147,104,4,0.038461538461538464,1,34,4.696132596685083
vrd_0465,veridica.ro,2024,Zelenski e marioneta naziștilor,1,1,0.6724829077720642,197,4,0.02030456852791878,1,71,6.0220525869380825
vrd_0212,veridica.ro,2023,Ucraina blochează creare unei zone de protecție la centrala nucleară Zaporojie și vrea să provoace un accident nuclear,1,0,0.0020764232613146,187,4,0.0213903743315508,1,57,4.538216560509554
vrd_0447,veridica.ro,2024,Ucrainenii locuiesc pe teritoriul istoric al Rusiei,1,0,0.0221373308449983,175,16,0.09142857142857143,1,58,5.197132616487455
vrd_0035,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Kievul pregătea o agresiune împotriva Donbass-ului în martie, iar Rusia a fost nevoită să intervină pentru a o opri",1,0,0.0024603370111435,126,2,0.015873015873015872,1,48,5.417607223476298
vrd_0061,veridica.ro,2022,Propagandă de război: Jandarmii francezi vor ascunde urmele crimelor comise de Ucraina la Bucea,1,0,0.0045604496262967,97,2,0.020618556701030927,1,19,2.9141104294478524
vrd_0336,veridica.ro,2024,NATO a atacat Rusia cu căpușe lansate din Ucraina,1,0,0.0224578361958265,175,0,0.0,1,57,4.6644844517184945
vrd_0109,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: ONU și Turcia recunosc dreptul Rusiei de a controla porturile maritime ale Ucrainei,1,0,0.0026174392551183,187,8,0.0427807486631016,1,51,4.285714285714286
vrd_0285,veridica.ro,2023,Ucrainenii din Polonia vor fi extrădați și trimiși pe front,1,0,0.0039980234578251,190,2,0.010526315789473684,1,90,7.4812967581047385
vrd_0610,veridica.ro,2025,UE încurajează China să întreţină războiul din Ucraina,1,1,0.6689485311508179,102,0,0.0,1,43,6.80379746835443
vrd_0275,veridica.ro,2023,Rusia îi salvează pe ucraineni de la autodistrugere,1,1,0.6761704683303833,184,1,0.005434782608695652,1,65,5.078125
vrd_0589,veridica.ro,2025,Ucraina s-a transformat într-un lagăr de concentrare,1,0,0.0016546372789889,217,8,0.03686635944700461,1,76,5.78386605783866
vrd_0251,veridica.ro,2023,"Summitul CPE, organizat pentru crearea unei coaliții anti-ruse",1,0,0.0548535473644733,193,3,0.015544041450777202,1,65,5.46218487394958
vrd_0379,veridica.ro,2024,Ucrainenii își distrug orașele pentru a nu le lăsa Rusiei,1,1,0.6763518452644348,198,0,0.0,1,65,5.443886097152429
vrd_0250,veridica.ro,2023,Principiile morale împiedică Rusia să încheie războiul,1,1,0.6759694814682007,151,2,0.013245033112582781,1,41,4.239917269906929
vrd_0358,veridica.ro,2024,Ucrainenii și rușii sunt același popor iar Rusia poartă un război sfânt,1,1,0.6761877536773682,181,0,0.0,1,61,5.27681660899654
vrd_0597,veridica.ro,2025,"Rusia, forțată să dezmembreze Ucraina ca să prevină războiul în Europa",1,1,0.671958327293396,207,4,0.01932367149758454,1,75,5.778120184899846
vrd_0565,veridica.ro,2025,UE se opune negocierilor pentru că pregătește un război cu Rusia,1,0,0.0023953604977577,219,0,0.0,1,61,4.501845018450185
vrd_0222,veridica.ro,2023,Ucraina va continua să asasineze ruși în baza unei liste publicate online,1,0,0.0034631600137799,175,4,0.022857142857142857,1,35,3.1731640979147784
vrd_0356,veridica.ro,2024,"Rusia, superioară tehnologic și militar Occidentului",1,0,0.0022776783443987,146,2,0.0136986301369863,1,61,6.681270536692223
vrd_0385,veridica.ro,2024,Liderii ucraineni au cetăţenie americană,1,1,0.647749662399292,195,6,0.03076923076923077,1,72,5.950413223140496
vrd_0063,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Ucraina a atacat cu arme chimice și biologice pozițiile militarilor ruși,1,0,0.002361592138186,234,2,0.008547008547008548,1,77,5.055810899540381
vrd_0427,veridica.ro,2024,"Referendumul pentru UE din Moldova e, de fapt, referendum pentru LGBT",1,1,0.6775537133216858,126,0,0.0,1,48,5.9775840597758405
vrd_0367,veridica.ro,2024,Ucraina le interzice ortodocșilor să participe la slujba de Înviere,1,0,0.0151572041213512,375,4,0.010666666666666666,1,150,5.827505827505827
vrd_0430,veridica.ro,2024,Stoltenberg va răspunde penal pentru războiul din Ucraina,1,0,0.0016165145207196,187,2,0.0106951871657754,1,42,3.2085561497326207
vrd_0247,veridica.ro,2023,Ucraina este o invenție sovietică,1,0,0.0020901588723063,313,8,0.025559105431309903,1,84,4.061895551257253
vrd_0210,veridica.ro,2023,Biserica Ortodoxă Ucraineană este persecutată de Kiev ca în perioada comunistă,1,1,0.6680870652198792,143,2,0.013986013986013986,1,54,5.934065934065933
vrd_0089,veridica.ro,2022,Occidentul împinge Republica Moldova spre război cu Transnistria și Rusia,1,1,0.6745354533195496,199,9,0.04522613065326633,1,52,3.716940671908506
vrd_0121,veridica.ro,2022,Guvernarea de la Chișinău subminează rolul limbii ruse și încalcă drepturile minorităților naționale,1,1,0.6755512952804565,392,11,0.02806122448979592,1,151,5.531135531135531
vrd_0375,veridica.ro,2024,"Ucraina se destrămă, iar ucrainenii vor eliberați de Rusia",1,0,0.0054667899385094,189,0,0.0,1,72,5.446293494704992
vrd_0663,veridica.ro,2026,"Dacă R. Moldova părăsește CSI, nu mai recunoaște destrămarea URSS",1,0,0.0132531793788075,260,8,0.03076923076923077,1,98,5.311653116531166
vrd_0381,veridica.ro,2024,Rusia este mai democratică decât Ucraina,1,0,0.0016059619374573,159,2,0.012578616352201259,1,63,5.590062111801243
vrd_0541,veridica.ro,2025,Nu există propagandă rusă în Republica Moldova,1,0,0.0042122518643736,243,4,0.01646090534979424,1,79,5.038265306122449
vrd_0557,veridica.ro,2025,"70.000 de militari NATO, dislocați în România pentru a ocupa Odesa",1,0,0.0033250525593757,322,12,0.037267080745341616,1,108,5.346534653465347
vrd_0395,veridica.ro,2024,România pregătește un război în Transnistria,1,0,0.0178055297583341,539,8,0.014842300556586271,1,171,4.765886287625419
vrd_0546,veridica.ro,2025,Ucraina a devenit un lagăr de concentrare nazist,1,1,0.6176682710647583,140,0,0.0,1,59,6.86046511627907
vrd_0496,veridica.ro,2025,"UE șantajează Moldova că, fără un guvern european, îi taie finanțarea",1,0,0.0245460551232099,339,6,0.017699115044247787,1,101,4.691128657686948
vrd_0419,veridica.ro,2024,Militarii ucraineni răpesc copii în Donbas,1,0,0.0023564342409372,141,6,0.0425531914893617,1,63,7.126696832579185
vrd_0268,veridica.ro,2023,"Pentru a adera la UE, Republica Moldova trebuie să trimită soldați în războiul din Ucraina",1,0,0.0249970629811286,312,14,0.04487179487179487,1,92,4.684317718940937
vrd_0330,veridica.ro,2024,Occidentul vrea să transforme R. Moldova într-un cap de pod antirusesc,1,0,0.0063940193504095,229,8,0.034934497816593885,1,77,5.373342637822749
vrd_0094,veridica.ro,2022,DEZINFORMARE În Republica Moldova se introduce cenzura prin interzicerea difuzării unor categorii de programe din Rusia,1,0,0.0076236953027546,194,13,0.06701030927835051,1,48,3.519061583577713
vrd_0279,veridica.ro,2023,"Forțat de Occident să renunțe la CSI, Chișinăul își distruge economia",1,1,0.6749687194824219,337,12,0.03560830860534125,1,123,5.304010349288486
vrd_0301,veridica.ro,2023,UE îi recomandă lui Zelenski să-i cedeze Rusiei teritorii,1,0,0.0031891888938844,214,5,0.02336448598130841,1,59,4.426106526631658
vrd_0536,veridica.ro,2025,"Denazificarea Ucrainei, necesară pentru a salva limba și cultura rusă",1,0,0.002203547861427,128,2,0.015625,1,21,2.7559055118110236
vrd_0584,veridica.ro,2025,UE împinge SUA și Rusia spre un război nuclear din cauza Ucrainei,1,0,0.0125945154577493,192,2,0.010416666666666666,1,80,6.0606060606060606
vrd_0235,veridica.ro,2023,Occidentul va ordona Poloniei să atace Belarusul și să ocupe Liovul,1,0,0.0194338615983724,230,4,0.017391304347826087,1,71,4.846416382252559
vrd_0123,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Anthony Fauci a confirmat că virusul SARS-CoV-2 a fost produs în laboratoarele din Ucraina,1,0,0.0016504898667335,201,8,0.03980099502487562,1,47,3.5932721712538225
vrd_0574,veridica.ro,2025,Rusia trebuie să anexeze Ucraina,1,1,0.6726195216178894,240,4,0.016666666666666666,1,71,4.634464751958225
vrd_0585,veridica.ro,2025,Chișinăul folosește amenințarea rusă ca șantaj să ceară mai mulți bani de la UE,1,0,0.0023299802560359,264,18,0.06818181818181818,1,94,5.44611819235226
vrd_0188,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: SUA au declarat război Rusiei, permițând armatei ucrainene să bombardeze Crimeea",1,0,0.0033269606065005,170,6,0.03529411764705882,1,60,5.1993067590987865
vrd_0633,veridica.ro,2025,Europarlamentarii români au votat pentru înarmare și război,1,1,0.6804394125938416,143,2,0.013986013986013986,1,72,8.144796380090497
vrd_0441,veridica.ro,2024,Referendumul din Moldova permite abandonarea neutralității și unirea cu România,1,1,0.6622354388237,338,4,0.011834319526627219,1,119,5.167173252279635
vrd_0299,veridica.ro,2023,Zelenski nu mai este sprijinit în Occident și în România,1,0,0.0018011247739195,196,6,0.030612244897959183,1,80,6.482982171799027
vrd_0036,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Președintele Ucrainei, Volodimir Zelenski, ar putea recunoaște Donbass-ul și Crimeea ca teritorii ale Rusiei",1,0,0.0020024706609547,148,6,0.04054054054054054,1,35,3.4965034965034967
vrd_0224,veridica.ro,2023,Viitorul stat polono-ucrainean va dezmembra România,1,1,0.668161928653717,243,2,0.00823045267489712,1,78,5.46218487394958
vrd_0616,veridica.ro,2025,Radu Gyr a fost condamnat la moarte doar pentru o poezie,1,1,0.558017373085022,162,6,0.037037037037037035,1,60,5.623242736644799
vrd_0368,veridica.ro,2024,Rusia eliberează Ucraina de sub ocupația ucraineană,1,1,0.6736699342727661,189,10,0.05291005291005291,1,87,7.1723000824402305
vrd_0202,veridica.ro,2023,"""Operațiunea militară specială"" a salvat Rusia de invazia NATO și nazismul ucrainean",1,0,0.0040860450826585,298,4,0.013422818791946308,1,94,4.973544973544974
vrd_0372,veridica.ro,2024,Rusia luptă în Ucraina pentru valorile tradiționale,1,1,0.6794776916503906,191,0,0.0,1,83,5.627118644067797
vrd_0621,veridica.ro,2025,Aderarea Republicii Moldova ar distruge economia UE,1,0,0.002163644414395,178,2,0.011235955056179775,1,51,4.670329670329671
vrd_0453,veridica.ro,2024,Moldova vrea zid la granița cu Ucraina,1,0,0.0035807550884783,167,0,0.0,1,63,5.909943714821764
vrd_0091,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Armata ucraineană masacrează rusofonii în timpul retragerii din Donbass,1,0,0.0026421900838613,167,4,0.023952095808383235,1,54,4.817127564674398
vrd_0053,veridica.ro,2022,SUA trimite în Ucraina militari afghani care au fugit de talibani în Occident,1,0,0.0026751179248094,546,6,0.01098901098901099,1,189,5.34804753820034
vrd_0168,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Francezii resping politica de sancțiuni față de Rusia și asistența acordată Ucrainei,1,0,0.0021667215041816,109,2,0.01834862385321101,1,53,7.01058201058201
vrd_0396,veridica.ro,2024,"Cetățean UE, condamnat la închisoare pentru arborarea drapelului rus",1,0,0.0062979208305478,452,8,0.017699115044247787,1,152,5.076820307281229
vrd_0394,veridica.ro,2024,Occidentul rusofob și nazist distruge sportul mondial,1,0,0.0273631699383258,107,4,0.037383177570093455,1,30,4.225352112676056
vrd_0193,veridica.ro,2023,Acțiunile militarilor ruși în regiunea Herson sunt un exemplu de comportament uman,1,0,0.0022696498781442,137,2,0.014598540145985401,1,49,5.314533622559653
vrd_0408,veridica.ro,2024,Ucrainenii nu vor războiul mondial urmărit de Zelenski,1,0,0.0020048734731972,129,4,0.031007751937984496,1,44,4.569055036344756
vrd_0511,veridica.ro,2025,UE nu-l va lăsa pe Zelenski să pună capăt războiului,1,0,0.0017611276125535,155,0,0.0,1,52,4.868913857677903
vrd_0377,veridica.ro,2024,Parteneriatul de securitate cu UE duce Moldova în NATO,1,0,0.0892840400338172,108,3,0.027777777777777776,1,35,5.079825834542816
vrd_0360,veridica.ro,2024,SUA și Occidentul nu oferă sprijin real Republicii Moldova,1,0,0.056671854108572,197,4,0.02030456852791878,1,58,5.065502183406114
vrd_0436,veridica.ro,2024,Ucrainenii părăsesc UE pentru Rusia,1,0,0.002133579691872,160,4,0.025,1,53,5.331991951710262
vrd_0590,veridica.ro,2025,UE și NATO vor să ocupe Moldova cu ajutorul Maiei Sandu,1,1,0.6080420017242432,107,4,0.037383177570093455,1,30,4.005340453938585
