id,url,titlu,data,sursa_site,sectiune,text_curat,nr_cuvinte,tags,autor,matched_core,matched_hybrid,audit_thematic_pass,found_on_page,calitate_extractie,label,label_numeric,hash_continut,nr_cuvinte_pre_clean,cleaning_actions
g4m_v2_00855,https://www.g4media.ro/spionajul-ucrainean-rusia-a-desfasurat-peste-420-000-de-soldati-in-teritoriile-ucrainene-ocupate.html,Spionajul ucrainean: Rusia a desfăşurat peste 420.000 de soldaţi în teritoriile ucrainene ocupate,2023-09-10T08:33:54+00:00,g4media.ro,,"Spionajul ucrainean: Rusia a desfăşurat peste 420.000 de soldaţi în teritoriile ucrainene ocupate Rusia a desfăşurat peste 420.000 de soldaţi în zonele ocupate din estul şi sudul Ucrainei, a afirmat sâmbătă un general al serviciilor ucrainene de informaţii militare, notează AFP, citată de Agerpres. „Federaţia Rusă a concentrat peste 420.000 de soldaţi în teritoriile noastre ocupate temporar, printre care Crimeea”, a declarat într-o conferinţă Vadim Skibiţki, şef adjunct al serviciilor de informaţii din cadrul Ministerului ucrainean al Apărării. Această cifră „nu include Garda naţională rusă şi alte structuri speciale însărcinate de menţinerea puterii de ocupaţie pe teritoriile noastre”, a adăugat Skibiţki. În ultima lună, Rusia a folosit Peninsula ucraineană Crimeea, pe care a anexat-o în 2014, pentru a „ataca infrastructura portuară” din sudul Ucrainei, a afirmat el. „Drone desfăşurate în Crimeea sunt folosite împotriva porturilor noastre Ismail şi Reni” prin care cerealele ucrainene au fost transportate prin Marea Neagră până la ieşirea Moscovei dintr-un acord internaţional în iulie, a detaliat responsabilul. Viceministrul apărării, Ganna Maliar, a declarat, la rândul său, că ruşii aspirau să recucerească zonele din regiunea Harkov (nord-est) eliberate în urmă cu un an de armata ucraineană. „Vor să-şi ia revanşa”, a spus ea. „Sarcina lor în est este, de asemenea, să ne deconcentrăm forţele, astfel încât să nu le putem centraliza în zona Bahmut, unde avansăm cu succes”, a subliniat Maliar. Armata rusă continuă să aibă un avantaj faţă de ucraineană la capitolul armament, pe fondul lentei contraofensive ucrainene, în desfăşurare din iunie, a recunoscut ea. „Trebuie.",250,razboi ucraina|rusia moscova|soldati rusi|spionaj ucrainean,Redacția,1,0,1,43,excelenta,stire_credibila,0,da484ead67d2995d,302,
g4m_v2_00846,https://www.g4media.ro/seful-armatei-sua-contraofensiva-ucraineana-nu-a-esuat-aceasta-ofensiva-desi-mai-lenta-decat-era-prevazut-a-ramas-constanta-va-dura-mult-timp-pentru.html,"Șeful armatei SUA: Contraofensiva ucraineană „nu a eşuat” / „Această ofensivă, deși mai lentă decât era prevăzut, a rămas constantă” / „Va dura mult timp pentru a-i da afară pe toți rușii” din țară",2023-09-18T08:41:44+00:00,g4media.ro,,"Șeful armatei SUA: Contraofensiva ucraineană „nu a eşuat” / „Această ofensivă, deși mai lentă decât era prevăzut, a rămas constantă” / „Va dura mult timp pentru a-i da afară pe toți rușii” din țară Contraofensiva ucraineană „nu a eşuat”, dar drumul spre o victorie definitivă a Kievului în conflict este încă foarte lung, a apreciat şeful Statului Major Interarme al SUA, generalul Mark Milley, într-un interviu difuzat duminică, relatează AFP, citată de Agerpres. Ucraina a lansat o contraofensivă în iunie pentru eliberarea teritoriilor ocupate de Rusia, după ce a primit arme occidentale şi a pregătit noi batalioane. „Ştiu că unii observatori afirmă că această ofensivă a eşuat. Ea nu a eşuat”, a spus generalul american într-un interviu acordat CNN . „Această ofensivă, deşi lentă, mai lentă decât era prevăzut, a rămas constantă”, a estimat el, afirmând că ucrainenii dispun încă de „o forţă de lovitură importantă”. Generalul a recunoscut, însă, că „va dura mult timp” pentru a atinge obiectivul preşedintelui ucrainean Volodimir Zelenski „de a-i da afară pe toţi ruşii” din ţară. Preşedintele ucrainean Volodimir Zelenski va fi primit joi la Casa Albă pentru noi discuţii cu preşedintele Joe Biden privind sprijinul acordat Kievului împotriva invaziei ruse. Această vizită intervine într-un moment în care Congresul american dezbate un nou pachet de 24 de miliarde de dolari ca ajutor militar pentru Kiev. Volodimir Zelenski ar urma să meargă şi la Capitoliu pentru a se întâlni cu conducerea republicană şi democrată.",239,contraofensiva ucraineană|mark milley|razboi ucraina|seful armatei sua|Statele Unite,Redacția,1,0,1,42,excelenta,stire_credibila,0,3a4b72cf9f11097c,239,
g4m_v2_00845,https://www.g4media.ro/ucraina-sustine-ca-a-eliberat-de-sub-control-rusesc-sapte-kilometri-patrati-de-teritoriu-in-ultima-saptamana-in-estul-si-sudul-tarii.html,"Ucraina susține că a eliberat de sub control rusesc șapte kilometri pătrați de teritoriu în ultima săptămână, în estul și sudul țării",2023-09-18T12:05:44+00:00,g4media.ro,,"Ucraina susține că a eliberat de sub control rusesc șapte kilometri pătrați de teritoriu în ultima săptămână, în estul și sudul țării Ucraina a revendicat luni eliberarea a 7 kilometri pătraţi de teritoriu în ultima săptămână în estul şi sudul ţării care se aflau sub controlul forţelor ruse, la mai bine de trei luni luni de la lansarea contraofensivei de către Kiev, relatează AFP, citată de Agerpres. Ministrul adjunct al Apărării, Ganna Maliar, a declarat că forţele ucrainene au recucerit doi kilometri pătraţi săptămâna trecută în zona Bahmut, mai ales satele Andriivka şi Klishchiivka. În sud, armata ucraineană a recucerit 5,2 kilometri pătraţi de teritoriu. În total, de la lansarea contraofensivei, Kievul a anunţat că a eliberat 51 de kilometri pătraţi în jurul Bahmut şi 261,7 de kilometri pătraţi în partea de sud a frontului. La rândul lor, forţele aeriene ucrainene au anunţat luni că au doborât 18 drone şi 17 rachete lansate de Rusia în timpul noilor atacuri nocturne împotriva teritoriului ucrainean. „Optsprezece drone au fost doborâte” dintr-un total de 24 lansate în direcţia regiunilor Nikolaev şi Odesa (sud), au anunţat forţele aeriene ucrainene pe Telegram. Şaptesprezece rachete de croazieră au fost şi ele distruse, potrivit aceleiaşi surse. În regiunea Odesa, deasupra căreia au fost doborâte 11 drone, atacul a lovit infrastructura din localitatea Vîlcove situat în Delta Dunării, fără a face victime, a declarat guvernatorul regional Oleg Kiper. În regiunea Nikolaev, resturi de la o dronă doborâtă au provocat un incendiu într-o clădire goală din comuna Snihurivka, fără.",250,eliberare teritoriu|razboi ucraina,Redacția,1,0,1,42,excelenta,stire_credibila,0,f47d2738b8f76755,258,
g4m_v2_00844,https://www.g4media.ro/presedintele-brazilian-lula-da-silva-la-adunarea-generala-a-onu-razboiul-din-ucraina-dezvaluie-incapacitatea-noastra-colectiva-de-a-impune-aplicarea-obiectivelor-si-principiilor-cartei-natiunilor-u.html,"Președintele brazilian, Lula da Silva, la Adunarea Generală a ONU: Războiul din Ucraina dezvăluie incapacitatea noastră colectivă de a impune aplicarea obiectivelor şi principiilor Cartei Naţiunilor Unite",2023-09-19T17:17:34+00:00,g4media.ro,,"Președintele brazilian, Lula da Silva, la Adunarea Generală a ONU: Războiul din Ucraina dezvăluie incapacitatea noastră colectivă de a impune aplicarea obiectivelor şi principiilor Cartei Naţiunilor Unite În discursul rostit marţi la Adunarea Generală a ONU, preşedintele brazilian Luiz Inacio Lula da Silva a cerut un dialog pentru încheierea durabilă a războiului din Ucraina, transmite AFP conform Agerpres. „Războiul din Ucraina dezvăluie incapacitatea noastră colectivă de a impune aplicarea obiectivelor şi principiilor Cartei Naţiunilor Unite (…) Nicio soluţie nu va fi durabilă dacă nu se bazează pe dialog”, a spus Lula da Silva. Este nevoie de „muncă pentru crearea unui spaţiu de negociere”, a insistat el, deplângând totodată faptul că „s-a investit mult în arme şi foarte puţin în dezvoltare”. După invazia rusă în Ucraina, Brazilia a refuzat să furnizeze armament Kievului sau să aplice sancţiuni împotriva Rusiei şi a preşedintelui Vladimir Putin, reaminteşte AFP. Preşedintele brazilian a condamnat agresiunea, dar a afirmat de mai multe ori că răspunderea pentru conflict este împărţită. Lula da Silva trebuia să se întâlnească cu omologul său ucrainean, Volodimir Zelenski, la reuniunea G7 de la Hiroshima, însă evenimentul nu a mai avut loc din cauza nepotrivirii agendelor celor doi şefi de stat. Liderul de la Kieva a declarat atunci că preşedintele brazilian este cu siguranţă „dezamăgit”; acesta a replicat că nu este dezamăgit, ci „contrariat”. În 11 septembrie, Lula da Silva a declarat că justiţia din ţara sa este cea care trebuie să decidă dacă Putin, pe numele căruia Curtea Penală Internaţională a emis.",250,adunarea generala a onu|Carta Naţiunilor Unite|Luiz Inacio Lula da Silva|razboi ucraina,Redacția,1,0,1,42,excelenta,stire_credibila,0,8c243814e91998d1,281,
g4m_v2_00839,https://www.g4media.ro/update-ucraina-a-lansat-un-atac-masiv-cu-rachete-impotriva-bazei-rusesti-saki-din-crimeea-si-a-provocat-daune-serioase-sbu-rusia-sustine-ca-a-doborat-to.html,UPDATE Ucraina a lansat un atac „masiv” cu rachete împotriva bazei rusești Saki din Crimeea și a provocat „daune serioase” – SBU / Rusia susține că a doborât toate rachetele ucrainene,2023-09-21T11:15:09+00:00,g4media.ro,,"Ucraina a lansat un atac „masiv” cu rachete împotriva bazei rusești Saki din Crimeea și a provocat „daune serioase” – SBU / Rusia susține că a doborât toate rachetele ucrainene Surse din cadrul Serviciilor de Securitate ale Ucrainei (SBU) susțin că miercuri seară a fost lansat un atac masiv împotriva aerodromului militar Saki din Crimeea, relatează CNN . UPDATE 15:27 Forțele rusești au doborât toate rachetele ucrainene trase asupra bazei aeriene Saky din Crimeea, a afirmat un oficial rus, citat de Sky News . Armata ucraineană a declarat anterior că forțele sale au lovit baza în timpul nopții, iar o sursă de informații ucraineană a declarat că atacul efectuat de serviciul de securitate SBU și de marina militară cu ajutorul dronelor și al rachetelor de croazieră Neptun a provocat „daune serioase”. Dar Oleg Kryuchkov, un consilier al șefului administrației locale instalat de Rusia, Serghei Aksyonov, a declarat într-o postare pe Telegram că toate rachetele au fost doborâte. Știrea inițială Saki – care a suferit un atac de amploare în august 2022 – găzduiește avioane de luptă rusești. Sursele au declarat pentru CNN că „SBU și Marina ucraineană au lansat un atac masiv cu foc asupra aerodromului militar Saki”. „La aerodrom se aflau cel puțin 12 avioane de luptă (Su-24 și Su-30) și Pantsir MPADS [sisteme de apărare aeriană]”. „A existat, de asemenea, o bază de antrenament pentru operatorii de UAV-uri Mojaher [de fabricație iraniană]. Acestea sunt dronele folosite de ruși pentru a-și coordona propriile atacuri aeriene și ca drone de.",250,atac masiv crimeea|Avioane de lupta|baza ruseasca saki|daune serioase|lovitura puternica|razboi ucraina|sbu marina ucraineana,Redacția,1,0,1,42,excelenta,stire_credibila,0,9dfe0117912895a7,422,prefix_editorial
g4m_v2_00836,https://www.g4media.ro/zelenski-promite-sa-elibereze-bahmut-si-alte-doua-orase-cheie-ale-ucrainei-stiu-ce-vrea-putin-avem-un-plan-foarte-cuprinzator-liderul-ucrainean-a-ajuns-in-cana.html,"VIDEO Zelenski promite să elibereze Bahmut și alte două orașe-cheie ale Ucrainei: „Știu ce vrea Putin” / „Avem un plan foarte cuprinzător” / Liderul ucrainean a ajuns în Canada, pentru prima oară de la începutul războiului",2023-09-22T08:37:25+00:00,g4media.ro,,"Zelenski promite să elibereze Bahmut și alte două orașe-cheie ale Ucrainei: „Știu ce vrea Putin” / „Avem un plan foarte cuprinzător” / Liderul ucrainean a ajuns în Canada, pentru prima oară de la începutul războiului Președintele Volodimir Zelenski a promis joi, în timpul unei discuții cu jurnaliști americani la Washington, să elibereze orașul Bahmut din estul țării, aflat în conflict, și alte două orașe ucrainene cheie de sub ocupația rusă, relatează CNN . Bahmut, care a fost scena unora dintre cele mai crâncene lupte din timpul războiului, a fost de mult timp o țintă pentru Ucraina după ce forțele rusești au revendicat controlul orașului în luna mai, în urma unei lupte de luni de zile în care soldații au fost nevoiți să se zbată pentru fiecare centimetru de teritoriu. „Vom elibera Bahmut”, a declarat Zelenski. „Cred că vom dezocupa încă două orașe”, a adăugat el. „Nu vă voi spune ce orașe, îmi pare rău. Și astfel avem planul. Un plan foarte, foarte cuprinzător”. Alte subiecte abordate de Zelenski: Zelenski a ajuns în Ottawa, unde a fost întâmpinat de premierul Justin Trudeau, iar în cadrul vizitei sale, prima de la declanșarea invaziei ruse, se va adresa Parlamentului canadian și va vizita o comunitate de ucraineni. Canada găzduiești aproximativ 1,4 milioane de ucraineni, ceea ce înseamnă circa 4% din populația Ucrainei. 🇺🇦🔱 President Zelensky and the first lady of Ukraine, arrived in Canada pic.twitter.com/tvUg0bx5jW — Tracey SBU Fella 🇬🇧🇺🇦 #NAFO (@trajaykay) September 22, 2023.",242,eliberare bahmut|razboi ucraina|video|vizita sua canada|Volodimir Zelenski,Redacția,1,0,1,42,excelenta,stire_credibila,0,9bd61c29c8b76db6,243,prefix_editorial
g4m_v2_00828,https://www.g4media.ro/autoritatile-din-sevastopol-detoneaza-sediul-central-al-flotei-ruse-de-la-marea-neagra-dupa-ce-a-fost-lovit-intr-un-atac-ucrainean-cu-rachete.html,"Autoritățile din Sevastopol detonează sediul central al Flotei ruse de la Marea Neagră, după ce a fost lovit într-un atac ucrainean cu rachete",2023-09-25T20:00:12+00:00,g4media.ro,,"Autoritățile din Sevastopol detonează sediul central al Flotei ruse de la Marea Neagră, după ce a fost lovit într-un atac ucrainean cu rachete Locuitorilor din Sevastopol li s-a spus „să nu se îngrijoreze” dacă aud zgomote provenind din centrul orașului în urma atacului ucrainean din weekend, transmite Sky News . Mihail Razvozhaev, guvernatorul Sevastopolului, a precizat că „sunetul strident” care ar putea fi auzit astăzi este rezultatul unei „detonări controlate” a structurilor de la sediul central al Flotei Mării Negre, a declarat acesta pe aplicația de mesagerie Telegram. Într-o postare ulterioară, Razvozhaev a precizat că următoarea detonare controlată pentru a prăbuși structurile de urgență din clădirea Flotei Mării Negre va fi efectuată la ora 11.25. „Lucrările vor continua până aproximativ la ora 14.00. Dacă auziți zgomote puternice, nu vă faceți griji. Situația este sub control”. Ucraina a lansat sâmbătă un alt atac cu rachete asupra orașului Sevastopol din Peninsula Crimeea ocupată, la o zi după un atac asupra sediului Flotei ruse a Mării Negre, în urma căruia un militar a dispărut, iar clădirea principală a rămas în flăcări. Orașul a fost pus sub alertă de raid aerian timp de aproximativ o oră după ce resturi de rachete interceptate au căzut lângă un dig, a declarat Razvozhayev. El a adăugat ulterior că un alt fragment de rachetă a căzut într-un parc din nordul Sevastopolului, ale cărui părți au trebuit să fie izolate. Traficul de feriboturi în zonă a fost, de asemenea, întrerupt și apoi reluat.",244,atac ucrainean rachete|autoritati sevastopol|detonare sediu flota rusa|razboi ucraina,Redacția,1,0,1,42,excelenta,stire_credibila,0,bd24bd6aa2e6447b,244,
g4m_v2_00825,https://www.g4media.ro/ucraina-a-lansat-un-atac-cu-rachete-himars-asupra-cartierului-general-al-armatei-ruse-din-regiunea-herson-surse-sbu-in-presa-ucraineana.html,Ucraina a lansat un atac cu rachete HIMARS asupra cartierului general al armatei ruse din regiunea Herson – surse SBU în presa ucraineană,2023-09-26T13:32:32+00:00,g4media.ro,,"Ucraina a lansat un atac cu rachete HIMARS asupra cartierului general al armatei ruse din regiunea Herson – surse SBU în presa ucraineană În urma unui pont al Serviciului de Securitate al Ucrainei, Forțele de Apărare au tras o rachetă HIMARS asupra unui post de comandă temporar al trupelor rusești din regiunea Herson, relatează „Ukrainian Pravda”, citând o sursă din cadrul SBU, potrivit BBC . Publicația relatează că, în momentul loviturii, la cartierul general avea loc o întâlnire zilnică a ofițerilor ruși din regimentul 24 de pușcași motorizați al diviziei 70 de pușcași motorizați. HIMARS «завітав» на нараду до окупантів під Херсоном pic.twitter.com/nuMrCzMIZe — Українська правда ✌️ (@ukrpravda_news) September 26, 2023 Potrivit Ukrayinska Pravda, opt ofițeri ruși au fost uciși. Revenim cu detalii….",123,atac ucraina|cartier general|rachete himars|razboi ucraina|regiunea herson|sediu rusia,Redacția,1,0,1,41,excelenta,stire_credibila,0,eb75a118c339c600,123,
g4m_v2_00820,https://www.g4media.ro/video-hillary-clinton-il-critica-pe-putin-la-dezvelirea-portretului-oficial-la-departamentul-de-stat-cu-privire-la-extinderea-nato-pacat-vladimir-tu-ai-cautat-o.html,"VIDEO Hillary Clinton îl critică pe Putin, la dezvelirea portretului oficial la Departamentul de Stat, cu privire la extinderea NATO: „Păcat, Vladimir, tu ai căutat-o”",2023-09-27T10:31:58+00:00,g4media.ro,,"Hillary Clinton îl critică pe Putin, la dezvelirea portretului oficial la Departamentul de Stat, cu privire la extinderea NATO: „Păcat, Vladimir, tu ai căutat-o” Fostul secretar de Stat american Hillary Clinton îl atacă pe preşedintele rus Vladimir Putin pe tema extinderii NATO după invazia Ucrainei de către Rusia, căruia-i transmite ”păcat, Vladimir, tu ai căutat-o”, relatează AFP, citată de News.ro. Fosta şefă a diplomaţiei americane s-a exprimat marţi, la Departamentul de Stat, unde i-a fost dezvelit portretul oficial. Ea era însoţită de către fostul preşedinte democrat Bill Clinton şi de către actualul secretar de Stat Antony Blinken. Former Secretary of State Hillary Clinton’s official portrait was unveiled on Tuesday at the State Department, accompanied by glowing remarks from Secretary of State Antony Blinken. https://t.co/0rJyKJRV7p pic.twitter.com/jRH4FBJ92H — The Hill (@thehill) September 27, 2023 ”Era un adevărat subiect de discordie. Iar noi am spus mereu că nimeni nu este obligat să adere la NATO, că oamenii aleg şi vor să adere la NATO”, a subliniat ea într-o scurtă alocuţiune. Finlanda, care a devenit stat membru NATO anul acesta, şi Suedia, care aşteaptă în continuare să intre în Alianţa Nord-Atlantică, au cerut să adere la blocul militar occidental după invazia Ucrainei de către Rusia, la 24 februarie 2022, dând pagina unor decenii de neutralitate. Preşedintele rus a folosit pretextul extinderii NATO în Europa de Est şi perspectiva unei eventuale aderări a Ucrainei la NATO pentru a-şi justifica invazia, care a declanşat susţinerea masivă a Kievului de către Occident. „Reset” Pe când conducea diplomaţia.",250,aderare NATO|departamentul de stat|hillary clinton|razboi ucraina|rusia moscova|sua washington|video|Vladimir Putin,Redacția,1,0,1,41,excelenta,stire_credibila,0,3924029e2650b132,361,prefix_editorial
g4m_v2_00819,https://www.g4media.ro/olanda-planuieste-sa-trimita-primul-lot-de-avioane-de-lupta-f-16-catre-ucraina-in-2024.html,Olanda plănuiește să trimită primul lot de avioane de luptă F-16 către Ucraina în 2024,2023-09-27T11:00:55+00:00,g4media.ro,,"Olanda plănuiește să trimită primul lot de avioane de luptă F-16 către Ucraina în 2024 Olanda intenționează să trimită primul lot de avioane de luptă F-16 în Ucraina în 2024, potrivit ministrului apărării, Kajsa Ollongren, relatează Sky News . Într-un interviu acordat MSNBC, ea a explicat că această mutare este posibilă pe măsură ce Olanda trece la avioane F-35 – o schimbare care are loc și în Norvegia și Danemarca. Calendarul de livrare depinde de pregătirea piloților ucraineni, care se așteaptă să dureze între șase și opt luni, mai puțin decât pregătirea piloților olandezi. Ea a adăugat că este în curs de înființare un centru de pregătire în România, pe care se încearcă să îl lanseze cât mai curând posibil. Doamna Ollongren a adăugat că această livrare trimite un semnal semnificativ, nu doar Kievului, ci și Moscovei și Kremlinului.",139,olanda avioane f-16|razboi ucraina,Redacția,1,0,1,41,excelenta,stire_credibila,0,258a99e11846142f,139,
g4m_v2_00817,https://www.g4media.ro/rusia-construieste-o-noua-cale-ferata-catre-orasul-ocupat-mariupol-afirma-un-oficial-ucrainean.html,"Rusia construiește o nouă cale ferată către orașul ocupat Mariupol, afirmă un oficial ucrainean",2023-09-27T12:32:14+00:00,g4media.ro,,"Rusia construiește o nouă cale ferată către orașul ocupat Mariupol, afirmă un oficial ucrainean Rusia construiește o nouă cale ferată care va lega orașele ocupate Mariupol, Volnovakha și Donețk, potrivit unui oficial ucrainean, relatează CNN . Petro Andriușcenko, un consilier al primarului exilat din Mariupol, a declarat că rușii „au început construcția unui pod de cale ferată în apropierea satului Hranitne, peste râul Kalmius. Dacă se va reuși, acest lucru va permite ca linia existentă Mariupol-Aslanove-Kalchyk-Volnovakha să fie conectată direct la Taganrog și Rostov-pe-Don”. Andriușcenko a declarat că, dacă această cale ferată va fi finalizată, va permite Rusiei să transporte provizii militare și civile către teritoriile ocupate din sudul Ucrainei fără a se baza pe podul din Crimeea. Podul care leagă Crimeea de Rusia continentală a fost supus unor atacuri tot mai dese din partea forțelor ucrainene în ultimele luni, în încercarea de a tăia liniile de aprovizionare a peninsulei. Despre Mariupol: Orașul-port de la Marea Azov este situat în regiunea ucraineană Donețk și se află sub control direct al Rusiei din mai 2022. În Mariupol, forțele rusești au efectuat unele dintre cele mai notorii lovituri ale lor, inclusiv un atac asupra unei maternități și bombardarea unui teatru în care sute de civili s-au refugiat. Orașul a devenit un simbol al rezistenței ucrainene în timpul săptămânilor de atacuri rusești necruțătoare de anul trecut. În mod faimos, chiar și atunci când cea mai mare parte a orașului a căzut, apărătorii săi au rezistat la uzina siderurgică Azovstal timp de săptămâni întregi.",250,cale ferata|razboi ucraina|rusia mariupol,Redacția,1,0,1,41,excelenta,stire_credibila,0,d488bd83c7263a5f,259,
g4m_v2_00816,https://www.g4media.ro/fortele-armate-ucrainene-o-parte-dintre-mercenarii-wagner-au-ajuns-din-nou-pe-frontul-din-ucraina.html,Forțele armate ucrainene: O parte dintre mercenarii Wagner au ajuns din nou pe frontul din Ucraina,2023-09-27T14:15:07+00:00,g4media.ro,,"Forțele armate ucrainene: O parte dintre mercenarii Wagner au ajuns din nou pe frontul din Ucraina Unii mercenari ai grupului rus Wagner, care au plecat în Belarus, au semnat contracte cu Ministerul rus al Apărării și acum sunt din nou desfășurați în Ucraina, a declarat Ilya Yevlash, un reprezentant al comandamentului Grupului de forțe din Est al Forțelor Armate ucrainene, relatează BBC . Anterior, un operator de recunoaștere aeriană al brigăzii 92 a Forțelor Armate ucrainene care luptă în această zonă a declarat pentru CNN că militanții Wagner au reapărut pe câmpul de luptă în apropiere de Bahmut, în regiunea Donețk. „Foști angajați ai PMC Wagner sunt acum prezenți efectiv pe teritoriul Grupului de forțe din est. Ei participă la ostilități”, a declarat Yevlash pentru Ukrayinska Pravda. „În special, ei vin de pe teritoriul Belarusului, unde se aflau taberele lor”. Potrivit acestuia, acum unitățile Wagner sunt în curs de desființare, iar unii dintre ei semnează contracte cu Ministerul rus al Apărării pentru a participa la războiul împotriva Ucrainei în diferite poziții, în special ca instructori. Unii dintre ei merg în unități regulate de luptă. „Ei nu mai reprezintă o amenințare ca acum un an, de exemplu, din cauza pierderii liderului lor principal, Evgheni Prigojin”, a adăugat Evlash. Aceasta este prima confirmare oficială din partea Ucrainei a revenirii mercenarilor Wagner pe câmpul de luptă. Până acum, bloggerii militari pro-ruși au difuzat mesaje în acest sens pe canalele lor de Telegram. Potrivit analiștilor de la Institutul american pentru studierea războiului (ISW), astfel.",250,mercenari wagner|razboi ucraina,Redacția,1,0,1,41,excelenta,stire_credibila,0,42d75fdf16a529ff,316,
g4m_v2_00815,https://www.g4media.ro/zelenski-si-navalnii-printre-candidatii-la-premiul-nobel-pentru-pace.html,"Zelenski și Navalnîi, printre candidații la Premiul Nobel pentru Pace",2023-09-29T09:37:24+00:00,g4media.ro,,"Zelenski și Navalnîi, printre candidații la Premiul Nobel pentru Pace Președintele ucrainean Volodimir Zelenski și activistul rus Alexei Navalnîi se află în cursa pentru Premiul Nobel pentru Pace din acest an, deși șansele lor sunt incerte din cauza războiului actual din Ucraina, relatează Sky News . Decizia aparține Comitetului Nobel norvegian, format din cinci membri aleși de parlamentul norvegian. Dintre cei 351 de nominalizați, Zelenski și Navalnîi sunt favoriți, dar experții sugerează că șansele lor sunt scăzute, mai ales că Zelenski este un lider din timpul războiului, iar accentul pus de comitet pe Rusia anul trecut afectează șansele ambilor bărbați. Lista completă a candidaților rămâne secretă, dar printre numele dezvăluite se numără activista ecologistă Greta Thunberg, liderul opoziției ruse Vladimir Kara-Murza și protestatarul chinez Peng Lifa. Laureatul nu primește doar o medalie și o diplomă, ci și 11 milioane de coroane suedeze (aproximativ 957.000 de euro). Câștigătorul va fi anunțat oficial pe 6 octombrie, iar ceremonia este programată pentru 10 decembrie la Primăria din Oslo.",165,Alexei navalnîi|opozant rus|Premiul Nobel pentru pace|presedinte ucrainean|razboi ucraina|Volodimir Zelenski,Redacția,1,0,1,41,excelenta,stire_credibila,0,9b5158015803ff52,165,
g4m_v2_00813,https://www.g4media.ro/isw-bloggerii-militari-rusi-recunosc-ca-isi-autocenzureaza-relatarile-despre-situatia-de-pe-frontul-din-ucraina.html,ISW: Bloggerii militari ruși recunosc că își autocenzurează relatările despre situația de pe frontul din Ucraina,2023-09-29T11:33:32+00:00,g4media.ro,,"ISW: Bloggerii militari ruși recunosc că își autocenzurează relatările despre situația de pe frontul din Ucraina Mai mulți bloggeri militari ruși au recunoscut că își autocenzurează cea mai mare parte a relatărilor lor, ceea ce reflectă o tendință mai largă în ceea ce privește modul în care Moscova discută despre anumite zone de luptă, a raportat Institutul pentru Studiul Războiului (ISW), potrivit Sky News . În evaluarea sa zilnică a războiului din Ucraina, grupul de reflecție cu sediul în SUA a declarat că autocenzura face mai dificilă pentru ISW să vorbească cu acuratețe despre ceea ce face Rusia. Acești bloggeri, care critică adesea acțiunile militare rusești, spun că se confruntă cu probleme permanente, cum ar fi problemele de comunicare și întârzierile de plată – probleme pe care comandanții lor tind să le ignore, afirmă ISW. Un blogger a modificat o postare pentru a face să pară că Ucraina nu a făcut atât de multe progrese, lăsând să se înțeleagă că Rusia ar putea controla informațiile împărtășite. Un alt blogger a spus că este important să păstrezi anumite informații secrete și să știi când trebuie să taci. Într-un alt exemplu, un blogger MILITAR a raportat inițial că forțele ucrainene au avansat în apropiere de Novoprokopivka, un sat din regiunea Zaporojie, dar ulterior a schimbat povestea, susținând că atacul a avut loc în schimb în apropiere de Robotyne. Ulterior, înregistrări video au confirmat că forțele ucrainene au avansat la nord-est de Novoprokopivka. Schimbarea făcută de blogger lasă să se înțeleagă că sursele.",250,bloggeri militari|cenzura relatare|razboi ucraina|Rusia Ucraina,Redacția,1,0,1,41,excelenta,stire_credibila,0,2e142f54c46f4c95,265,
g4m_v2_00812,https://www.g4media.ro/rusia-incepe-duminica-un-nou-val-de-recrutare-in-armata.html,Rusia începe duminică un nou val de recrutare în armată,2023-09-29T15:21:34+00:00,g4media.ro,,"Rusia începe duminică un nou val de recrutare în armată Un alt val de recrutare în Rusia începe la 1 octombrie, dar armata i-a liniştit pe viitorii soldaţi că nu vor fi trimişi spre războiul din Ucraina, relatează vineri DPA, citată de Agerpres. Noii recruţii vor fi chemaţi pentru serviciul militar de bază de 12 luni, dar acesta nu va fi efectuat în zona de război, a declarat contraamiralul Vladimir Ţimlianski, responsabil pentru recrutare la Statul Major General. Sunt destui voluntari care fac serviciul militar şi „efectuează sarcinile corespunzătoare” în Ucraina, a precizat el. În Rusia sunt două valuri de recrutare pe an. Conform Statului Major, bărbaţii ar trebui să se întoarcă acasă după serviciul militar. Cu toate acestea, ei se pot angaja de asemenea pentru operaţiuni de luptă în Ucraina cu contract. Ţimlianski nu a oferit cifre concrete despre numărul de noi recruţi chemaţi pentru îndeplinirea serviciului militar în timpul recrutării de toamnă. De obicei, ei sunt aproximativ 120.000. În primăvară, au fost chemaţi 147.000 de bărbaţi, a spus el. Potrivit cifrelor oficiale ruse, aproximativ 300.000 de voluntari s-au înscris pentru serviciul militar în ultimele luni. În plus, 300.000 rezervişti au fost convocaţi în timpul unei mobilizări parţiale anul trecut.",201,razboi ucraina|rusia recrutare armata,Redacția,1,0,1,41,excelenta,stire_credibila,0,257e3de90e6d7cae,201,
