id,text,label,sursa,an,luna,titlu,url,hash_continut
vrd_0011,"""Operațiunea militară specială"" a salvat Rusia de invazia NATO și nazismul ucrainean ""Operațiunea militară specială este un vaccin pentru Ucraina împotriva trădării Rusiei, dar și o pedeapsă pentru cei care au părăsit țara [...], povestește pentru URA.RU comandantul și fondatorul Miliției Populare a Republicii Populare Luhansk, colonelul Vitali Kiseliov. Aveau loc pregătiri atunci, soseau în zonă instructori NATO, iar pe teritoriul Ucrainei urmau să apară bazele lor militare. Nu mai puteam aștepta, am fost nevoiți să lovim primii [...]. Noi luptăm nu numai împotriva armatei ucrainene, ci și împotriva mercenarilor străini, a instructorilor din Occident [...]. Ucrainenii din regiunile estice sunt înrolați cu forța în armata ucraineană de către Kraken, SBU, S14. Ei sunt mobilizați în batalioane de pedepsire, coordonate de Zelenski. Cunosc, de exemplu, orașul Harkov, care a fost întotdeauna o localitate a bandiților și miliției. Acum acolo sunt niște condiții insuportabile, toți oamenii normali au părăsit localitatea. [...] Nu putem accepta ștergerea Ucrainei de pe fața pământului. Sunt frații și surorile noastre, avem rude acolo. Da, ei au fost spălați pe creier, au fost distruși, dar acum nu știu cum să se răzbune pe autorități pentru că bărbații sunt mobilizați forțat și trimiși pe front. Ei au nevoie de noi, de ajutorul nostru [...]. Cea mai mare problemă este ideologia fascistă din Ucraina, pe care o vom distruge pas cu pas. Dar nu va fi ca în 1945 când bunicii noștri s-au oprit și au spus că vor pace. Va fi o perioada mai lungă de timp. Acțiunile",1,veridica,2023,2,"""Operațiunea militară specială"" a salvat Rusia de invazia NATO și nazismul ucrainean",https://www.veridica.ro/fake-news-dezinformare-propaganda/propaganda-de-razboi-operatiunea-militara-speciala-a-salvat-rusia-de-invazia-nato-si-nazismul-ucrainean,28fc94108dbd5539441aa7263555d3bb8e0f044e
d24_v1_3469879,"Premierul finlandez, mesaj către Donald Trump: „Lasă-l pe Zelenski să lovească Rusia cu rachete Tomahawk. Putin crede doar în putere”. Donald Trump ar trebui să permită Ucrainei să utilizeze rachetele de croazieră Tomahawk cu rază lungă de acțiune ale Americii pentru a lovi ținte aflate în interiorul Rusiei, a declarat prim-ministrul finlandez Petteri Orpo. Într-un interviu acordat Politico , Orpo a avertizat că Rusia reprezintă o „amenințare permanentă” la adresa securității europene și l-a îndemnat pe președintele SUA să acorde Ucrainei armele de care are nevoie pentru a se apăra și pentru a-l aduce pe Vladimir Putin la masa negocierilor pentru pace. „Putin crede doar în putere”, a declarat Orpo la sosirea sa la Bruxelles pentru summitul liderilor Uniunii Europene, într-un moment crucial al războiului de peste trei ani al Ucrainei împotriva invadatorilor ruși. „Dacă vrem să oprim războiul, trebuie să fim la același nivel sau chiar mai puternici” decât Rusia, a spus Orpo. Comentariile sale au venit în momentul în care Trump a anunțat sancțiuni drastice împotriva companiilor petroliere de stat rusești, cea mai importantă măsură pe care a luat-o în calitate de președinte pentru a exercita presiune asupra lui Putin în legătură cu războiul din Ucraina. După ce nu a reușit să-l convingă pe Putin să se întâlnească cu Trump pentru discuții privind încetarea focului în Ungaria, SUA pare să-și piardă răbdarea cu Kremlinul, remarcă jurnaliștii Politico. Miercuri, Trezoreria SUA a anunțat sancțiuni împotriva celor mai mari companii petroliere din Moscova, Rosneft și Lukoil, invocând „lipsa unui angajament",0,digi24,2025,10,"Premierul finlandez, mesaj către Donald Trump: „Lasă-l pe Zelenski să lovească Rusia cu rachete Tomahawk. Putin crede doar în putere”",https://www.digi24.ro/stiri/externe/rusia/premierul-finlandez-mesaj-catre-donald-trump-lasa-l-pe-zelenski-sa-loveasca-rusia-cu-rachete-tomahawk-putin-crede-doar-in-putere-3469879,da7dcfaf59de49cdd88339331d82c908e47c4ed4
g4m_v2_00354,"Ucraina și Spania au semnat un acord bilateral de apărare, cu ocazia vizitei lui Zelenski la Madrid / Echipamente militare în valoare de un miliard de euro, incluse în acord Spania s-a angajat să furnizeze Ucrainei echipamente militare în valoare de 1 miliard de euro (1,08 miliarde de dolari) în acest an, în cadrul unui acord bilateral semnat luni la Madrid între președintele ucrainean Volodimir Zelenski și premierul spaniol Pedro Sanchez, relatează Reuters . „Este mai important ca niciodată să ne dublăm sprijinul”, a declarat Sanchez într-o conferință de presă. Pactul prevede furnizarea de echipamente militare moderne pentru utilizări terestre, aeriene, navale și de altă natură, „acordând prioritate nevoilor cheie de capacitate ale Ucrainei” și punând accentul pe mijloacele maritime pentru a proteja rutele de export de alimente ale Ucrainei, dar nu a oferit detalii. Ziarul El Pais a relatat mai devreme luni că Spania se va angaja să trimită Ucrainei 12 rachete antiaeriene Patriot fabricate în SUA și 19 tancuri Leopard 2A4 second-hand de producție germană, precum și alte arme de producție spaniolă, cum ar fi echipamente antidronă și muniție. Cele 12 rachete care urmează să fie predate Ucrainei nu includ sisteme complete de apărare antirachetă, potrivit El Pais. Sanchez a spus că nu este posibil să se trimită lansatoare Patriot, dar că Spania furnizează deja rachetele. Purtătorii de cuvânt ai biroului premierului și ai Ministerului Apărării au refuzat să comenteze relatarea El Pais. De asemenea, Spania a promis să ajute la stimularea producției industriei de apărare ucrainene și.",0,g4media,2024,5,"VIDEO Ucraina și Spania au semnat un acord bilateral de apărare, cu ocazia vizitei lui Zelenski la Madrid / Echipamente militare în valoare de un miliard de euro, incluse în acord",https://www.g4media.ro/video-ucraina-si-spania-au-semnat-un-acord-bilateral-de-aparare-cu-ocazia-vizitei-lui-zelenski-la-madrid-echipamente-militare-in-valoare-de-un-miliard-de-euro-incluse-in-acord.html,ed5f22aa15be4e4e
g4m_v2_01058,"Rusia va urmări „de foarte aproape” discuţiile dintre Zelenski şi Erdogan din Turcia – Kremlin Kremlinul a anunţat vineri că va urmări „de foarte aproape” discuţiile dintre preşedintele ucrainean Volodimir Zelenski, aşteptat să ajungă spre seară în Turcia, şi omologul său Recep Tayyip Erdogan, informează AFP, citată de Agerpres. „Vom urmări de foarte aproape rezultatele negocierilor şi ne vom menţine parteneriatul constructiv cu Ankara”, a declarat purtătorul de cuvânt al preşedinţiei ruse, Dmitri Peskov. El a salutat „rolul de mediator” al lui Erdogan în conflictul din Ucraina, subliniind că preşedintele turc „a întreprins de mai multe ori mari eforturi pentru a rezolva diverse probleme”. „Vom fi interesaţi să aflăm asupra căror probleme s-au centrat discuţiile dintre Erdogan şi Zelenski. Este foarte important”, a adăugat Peskov. Volodimir Zelenski este aşteptat vineri seara la Istanbul, vizită care are loc înaintea unui important summit NATO, prevăzut să se desfăşoare pe 11-12 iulie la Vilnius, în Lituania. Summitul are loc într-un moment în care Moscova ameninţă să nu mai prelungească acordul asupra exporturilor de cereale ucrainene ce urmează să expire în iulie şi care a fost mediat de Turcia.",0,g4media,2023,7,Rusia va urmări „de foarte aproape” discuţiile dintre Zelenski şi Erdogan din Turcia – Kremlin,https://www.g4media.ro/rusia-va-urmari-de-foarte-aproape-discutiile-dintre-zelenski-si-erdogan-din-turcia-kremlin.html,ed1b2954cd394e48
d24_v1_3688157,"„Am supraviețuit 471 de zile într-un buncăr subteran, luptând contra rușilor”. Mărturia unui ucrainean trimis pe frontul din Sloviansk. Un sergent ucrainean a povestit, într-un interviu acordat The Independent , cum a supraviețuit 471 de zile într-un buncăr subteran de pe linia frontului, în condiții extreme, fără aer suficient și la limita înfometării. Timp de 16 luni, a luptat pentru Ucraina în fața trupelor rusești, neștiind dacă va mai vedea vreodată lumina zilei. Când Serghei Tyshchenko a ajuns în micul buncăr subteran din lut de lângă Bahmut, pe linia frontului din estul Ucrainei, Joe Biden era președinte. Când a plecat, la conducere se afla deja un nou lider american, care lua în mare măsură partea lui Vladimir Putin. Nu numai atât, Donald Trump încerca să convingă Ucraina să renunțe la teritoriul pe care Serghei îl apărase timp de 471 de zile, scrie The Independent. Într-o extraordinară dovadă de rezistență, Tyshchenko a petrecut mai mult de 16 luni sub pământ, la un pas de sufocare, sub bombardamentele constante ale rușilor, suferind de foame și de sete extremă. A supraviețuit mai multor surpări ale buncărului subteran de lut - și totuși a ieșit la suprafață și continuă să servească aproape de linia frontului. Acum, la 46 de ani, a ratat două zile de naștere și toate momentele importante din viața celor cinci copii ai săi, în timp ce, între 13 iulie 2023 și 28 octombrie 2025, el și echipa sa din ce în ce mai redusă au săpat un puț subteran pentru",0,digi24,2026,3,"„Am supraviețuit 471 de zile într-un buncăr subteran, luptând contra rușilor”. Mărturia unui ucrainean trimis pe frontul din Sloviansk",https://www.digi24.ro/stiri/externe/ue/am-supravietuit-471-de-zile-intr-un-buncar-subteran-luptand-contra-rusilor-marturia-unui-ucrainean-trimis-pe-frontul-din-sloviansk-3688157,f45a64ca95aaf6c1154d1727de8093477d9b6000
vrd_0257,"Referendumul din Moldova permite abandonarea neutralității și unirea cu România Occidentul i-a oferit Maiei Sandu un carte-blanche complet, permițându-i să efectueze orice manipulări și să exercite o presiune fără precedent asupra opoziției. Europa a venit în întâmpinarea lui Sandu și echipei sale de specialiști în tehnici politice, care au propus organizarea unui referendum privind integrarea europeană, pentru a asigura prezența la vot și a mobiliza electoratul pro-vestic. Nici măcar combinațiile simple de restricționare a dreptului de vot pentru cetățenii Moldovei care locuiesc în anumite țări nu au fost de ajutor. Astfel, în Rusia, unde, conform estimărilor, locuiesc aproximativ o jumătate de milion de moldoveni, au fost deschise doar două secții de votare, în loc de cele 29 promise. În Europa și America, dimpotrivă, numărul secțiilor a fost majorat (în total, în străinătate au fost deschise 234 de secții) și a fost introdusă practica votului prin corespondență. În plus, cu câteva zile înainte de alegeri, au fost interzise exit-poll-urile, iar observatorii din opoziție nu au fost lăsați în secții în mai multe țări occidentale. În consecință, abaterile - printre care se numără campania electorală ilegală, ""transportul"" alegătorilor la secții și manipulările cu listele - au fost constatate nu doar de observatorii din opoziție, ci și de cetățeni obișnuiți. Cu câteva momente înainte de finalizarea procesului de numărare a voturilor, a fost înregistrată o creștere bruscă a numărului de voturi pentru Maia Sandu și pentru integrarea europeană, ceea ce ar putea indica existența unor voturi introduse ilegal. În ciuda tuturor acestor lucruri,",1,veridica,2024,10,Referendumul din Moldova permite abandonarea neutralității și unirea cu România,https://www.veridica.ro/fake-news-dezinformare-propaganda/fake-news-referendumul-din-moldova-permite-abandonarea-neutralitatii-si-unirea-cu-romania,7401ec8df9566f0d5cc925503fb190d04165f532
vrd_0287,"Occidentul a forțat Rusia să invadeze Ucraina Rusia vorbește de mai mulți ani despre înarmarea Ucrainei de către SUA și Marea Britanie, precum și despre activitatea militară NATO care violează granițele rusești, a declarat reprezentantul oficial al Ministerului Afacerilor Externe al Rusiei, Maria Zaharova, comentând cuvintele secretarului de stat american Antony Blinken. El a afirmat anterior că Statele Unite au început cu mult înainte de începerea operațiunii speciale să înarmeze autoritățile de la Kiev cu diverse tipuri de armament, în special cu complexe de rachete Stinger și sisteme antitanc Javelin. ""Rusia vorbește despre asta de mulți ani. Atât despre înarmarea Ucrainei de către SUA și Marea Britanie, cât și despre exercițiile NATO în Marea Neagră care violează granițele rusești [...] De aceea, una dintre sarcinile operațiunii speciale este demilitarizarea Ucrainei și asigurarea securității țării noastre"".",1,veridica,2025,1,Occidentul a forțat Rusia să invadeze Ucraina,https://www.veridica.ro/fake-news-dezinformare-propaganda/propaganda-de-razboi-occidentul-a-fortat-rusia-sa-invadeze-ucraina,1e4a7dd1d6d23964d5cda49547f317bd80dc8401
g4m_v1r_00089,"Radu Miruță: România discută cu 15 companii ucrainene pentru producția de drone prin programul SAFE România discută cu 15 companii din Ucraina pentru producția de drone, proiect finanțat cu 200 de milioane de euro prin SAFE, a declarat ministrul Apărării, Radu Miruță „Este unul dintre proiectele SAFE care are o anumită caracteristică și anume că primim 200 de milioane de euro doar dacă facem coproducție și doar dacă facem coproducție cu Ucraina, ceea ce este un element de mare avantaj și pentru România, pentru că Ucraina are această experiență a câmpului de luptă”, a spus ministrul Apărării la Euronews. Miruță a explicat că avantajul major pentru România este dezvoltarea capacității de a produce rapid drone de ultimă generație. „Sunt tot felul de lucrări care se întâmplă și pentru care e foarte important ca România să aibă îndeletnicirea de a produce. Dronele sunt genul de capabilități militare care sunt perisabile. Nu merge să faci un stoc de 500.000 de drone, să-l ții într-un depozit al Armatei Române, ca să-l folosești poate peste 10-20 de ani, că nu mai ai ce face cu ele. Câștigul major este să ai niște oameni și o infrastructură în care tu să produci oricând drone de ultimă generație”, a declarat Miruță. Potrivit acestuia, și Ucraina are de câștigat din acest parteneriat, prin finanțarea producției prin intermediul participării României la SAFE. „Și aici este un avantaj pe care România îl obține din interacțiunea cu Ucraina, cum este și un avantaj al Ucrainei, care este obținut din faptul.",0,g4media,2026,3,Radu Miruță: România discută cu 15 companii ucrainene pentru producția de drone prin programul SAFE,https://www.g4media.ro/radu-miruta-romania-discuta-cu-15-companii-ucrainene-pentru-productia-de-drone-prin-programul-safe.html,977315569a76c34c
g4m_v2_00103,"Europa se grăbește să ajute Ucraina după întreruperea serviciilor de informații americane / Ucraina „trage deja cu jumătate de ochi”, spune un analist, în timp ce Kievul se străduiește să țină piept Rusiei fără informațiile SUA Statele Unite au furnizat Kievului totul, de la informații privind semnalele, imagini din satelit și date privind țintele utilizate pentru a lovi pozițiile rusești în timpul războiului de trei ani. În prezent, sarcina de a suplini această lipsă va reveni probabil altor grei ai serviciilor de informații din cadrul alianței NATO – Marea Britanie, Franța și, într-o oarecare măsură Germania . Dar este puțin probabil ca acestea să fie capabile să reproducă domeniul de aplicare și amploarea comunității de informații americane. „Nu sunt sigur că țările europene pot acoperi cu adevărat această sarcină”, a declarat un oficial european familiarizat cu capacitățile aliaților, căruia i s-a acordat anonimatul pentru a vorbi deschis despre aranjamentele de securitate ale continentului. Comunitatea americană de informații, care cuprinde 18 agenții, depășește cu mult oricare dintre omologii săi europeni, în special în domeniul tehnologiei satelitare și al capacității analitice. „Este într-adevăr o chestiune de ansamblu”, a declarat Jim Townsend, care a fost adjunct al secretarului adjunct al apărării pentru Europa și NATO în timpul administrației Obama. „Avem mai mulți analiști și mai multe sisteme și, într-un fel, niște sisteme mai rafinate”. Pauza în ceea ce privește schimbul de informații s-a adăugat la neliniștea din Europa cu privire la modul de a se apăra de Rusia, deoarece administrația Trump a fost.",0,g4media,2025,3,"Europa se grăbește să ajute Ucraina după întreruperea serviciilor de informații americane / Ucraina „trage deja cu jumătate de ochi”, spune un analist, în timp ce Kievul se străduiește să țină piept Rusiei fără informațiile SUA",https://www.g4media.ro/europa-se-grabeste-sa-ajute-ucraina-dupa-intreruperea-serviciilor-de-informatii-americane-ucraina-trage-deja-cu-jumatate-de-ochi-spune-un-analist-in-timp-ce-kievul-se-straduieste.html,8ce475b38b5719b9
g4m_v2_00043,"Şefa diplomaţiei europene îl transmite lui Trump că UE nu poate duce singură povara războiului în Ucraina Europa nu este responsabilă singură pentru a ajuta Ucraina să pună capăt războiului cu Rusia, a avertizat joi Înaltul Reprezentant al UE pentru afaceri externe şi politica de securitate, Kaja Kallas, într-un interviu acordat publicaţiei Politico în marja Adunării Generale a ONU, în care a evocat promisiunea preşedintelui SUA, Donald Trump, de a pune capăt ostilităţilor. „El a fost cel care a promis că va opri uciderile.Aşadar, nu poate fi doar responsabilitatea noastră”, a afirmat Kallas. Comentariile sale intervin în contextul în care Ucraina şi aliaţii săi încearcă să descifreze semnificaţia schimbării bruşte de ton a lui Trump în ceea ce priveşte războiul între Kiev şi Moscova. Într-o postare pe Truth Social la începutul acestei săptămâni, Trump a scris că el crede că Ucraina „este în măsură să lupte şi să recâştige întreaga Ucraină în forma sa iniţială”. El a adăugat că aceasta s-ar putea produce cu sprijinul Uniunii Europene şi al NATO, care „pot face ce vor” cu armele americane. Chiar dacă mulţi oficiali europeni au salutat schimbarea de ton mai favorabil faţă de Ucraina, unii au avertizat că Trump ar putea sugera că intenţionează să retragă implicarea americană şi să absolve Washingtonul de responsabilitate. „Nu există NATO fără SUA”, a declarat şefa diplomaţiei europene. „America este cel mai mare aliat al NATO. Deci, dacă vorbim despre ce ar trebui să facă NATO, asta înseamnă şi ce ar trebui să facă America”,.",0,g4media,2025,9,Şefa diplomaţiei europene îl transmite lui Trump că UE nu poate duce singură povara războiului în Ucraina,https://www.g4media.ro/sefa-diplomatiei-europene-il-transmite-lui-trump-ca-ue-nu-poate-duce-singura-povara-razboiului-in-ucraina.html,a52b883dde95d0f4
g4m_v2_00592,"Șeful diplomației UE se îndreaptă spre Kiev: „Trebuie să facem mai mult pentru că Ucraina trebuie să învingă” Șeful politicii externe a Uniunii Europene, Josep Borrell, se îndreaptă spre Ucraina, reiterând apelurile pentru acordarea de ajutor suplimentar pentru această țară devastată de război, relatează The Telegraph . Vizita sa are loc pe fondul unor eforturi internaționale reînnoite pentru a ajuta Ucraina să își refacă armele pentru a lupta împotriva invaziei rusești, care se apropie de cea de-a doua aniversare. „Sunt în drum spre Kiev”, a declarat Borrell reporterilor la Varșovia, făcând o escală înainte de vizita în Ucraina. Liderii UE au convenit joi să acorde un ajutor de 50 de miliarde de euro pentru Ucraina pe o perioadă de patru ani, într-o acțiune pe care au salutat-o ca fiind un mesaj puternic către Rusia, după ce au depășit opoziția liderului ungar Viktor Orban. Borrell a declarat că un nou impuls pentru înarmarea Ucrainei este necesar pentru ca aceasta să „învingă invazia” și a îndemnat cei 27 de membri ai UE să ofere „tot ce este necesar”. „Nu este doar o chestiune de timp. Este o chestiune de cantitate și calitate a livrărilor noastre. Și, cu siguranță, trebuie să facem mai mult și mai repede pentru că Ucraina trebuie să învingă”, a declarat Borrell.",0,g4media,2024,2,Șeful diplomației UE se îndreaptă spre Kiev: „Trebuie să facem mai mult pentru că Ucraina trebuie să învingă”,https://www.g4media.ro/seful-diplomatiei-ue-se-indreapta-spre-kiev-trebuie-sa-facem-mai-mult-pentru-ca-ucraina-trebuie-sa-invinga.html,4f8179e7f32c1883
vrd_0370,"Pentru că Zelenski nu vrea pace, Rada îi cere demisia Deputatul Radei Supreme a Ucrainei, Artem Dmitruk, a lansat critici dure la adresa lui Volodimir Zelenski, cerându-i să își dea imediat demisia. ""Nu ai reușit să ajungi la un acord cu liderul celei mai mari țări vecine. De aceea trebuie să pleci. Pacea în Ucraina va veni în 24 de ore după plecarea ta"", a scris Dmitruk, referindu-se la negocierile cu președintele rus, Vladimir Putin. Deputatul și-a exprimat dezamăgirea față de Zelenski, amintind de promisiunile acestuia din campania electorală. ""Ai promis că vei negocia chiar și cu un drac chel. Iar când ți s-a arătat adevărata față - s-a dovedit că tu ești chiar acel drac"", a declarat el. În intervenția sa, deputatul a subliniat că, din cauza acțiunilor lui Zelenski, oamenii continuă să moară, iar Ucraina pierde orașe. Dmitruk se teme că, în cele din urmă, țara ar putea fi pierdută.",1,veridica,2025,6,"Pentru că Zelenski nu vrea pace, Rada îi cere demisia",https://www.veridica.ro/fake-news-dezinformare-propaganda/propaganda-de-razboi-pentru-ca-zelenski-nu-vrea-pace-rada-ii-cere-demisia,73e732e2769eabf9382c06cae73b95b1b01fdcd9
g4m_v2_00003,"Un preot a fost arestat de Serviciul Federal de Securitate al Rusiei pentru că ar fi recrutat cazaci pentru a-i trimite să lupte în favoarea Ucrainei Serviciul Federal de Securitate al Rusiei (FSB, ex-KGB) a arestat un preot pentru că ar fi recrutat enoriaşi, inclusiv cazaci, pentru a-i trimite în Corpul Voluntarilor Ruşi, un grup care luptă în războiul declanşat de Kremlin în Ucraina împotriva armatei ruse de partea armatei ucrainene, relatează miercuri EFE, citând media de stat ruse. „Am fost arestat de agenţi FSB pentru participarea la organizaţia teroristă ‘Corpul Voluntarilor Ruşi’. Îmi regret faptele şi îmi recunosc vina”, a declarat preotul în faţa camerelor de filmat, potrivit agenţiei de presă oficiale TASS. Cu aproximativ zece ani în urmă, acest preot, al cărui nume nu este făcut public, fusese expulzat din dioceza Novorossiisk a Bisericii Ortodoxe Ruse din cauza suspiciunilor că recruta enoriaşi şi membri ai comunităţii de cazaci din Krasnodar pentru activităţi de spionaj şi sabotaj în favoarea Ucrainei. Potrivit FSB, preotul colabora cu serviciile de securitate ucrainene încă de la sfârşitul anului 2023. „În timp ce ducea la îndeplinire sarcini trasate de coordonatorul său, inculpatul căuta şi recruta enoriaşi pro-ucraineni pe teritoriul regiunii Krasnodar pentru a participa la activităţi subversive de sabotaj în interesul forţelor armate ucrainene”, susţine FSB, citat de mass-media locală Kuban24. Forţele judiciare au deschis un dosar penal împotriva acestuia pentru participare la o organizaţie teroristă. El este anchetat şi pentru posibile legături cu o organizaţie separatistă din regiunea istorică Kuban, de pe teritoriul.",0,g4media,2025,11,Un preot a fost arestat de Serviciul Federal de Securitate al Rusiei pentru că ar fi recrutat cazaci pentru a-i trimite să lupte în favoarea Ucrainei,https://www.g4media.ro/un-preot-a-fost-arestat-de-serviciul-federal-de-securitate-al-rusiei-pentru-ca-ar-fi-recrutat-cazaci-pentru-a-i-trimite-sa-lupte-in-favoarea-ucrainei.html,04dc7efd072998c7
d24_v1_3018407,"Zelenski spune că peste 300 de infrastructuri portuare ucrainene au fost avariate de atacurile ruseşti. Atacurile ruseşti cu drone şi rachete au avariat 321 de instalaţii ale infrastructurii portuare ucrainene începând cu luna iulie a anului trecut, a anunţat sâmbătă preşedintele Volodimir Zelenski, potrivit Reuters.
Douăzeci de nave comerciale aparţinând altor ţări au fost, de asemenea, avariate de atacurile ruseşti, a precizat el, potrivit News.ro.
„Exporturile alimentare ucrainene asigură hrană pentru 400 de milioane de oameni din 100 de ţări din întreaga lume”, a declarat Zelenski. „Preţurile alimentelor în Egipt, Libia, Nigeria şi alte ţări din Africa depind în mod direct de faptul dacă fermierii şi companiile agricole din Ucraina pot funcţiona normal”.
Moscova a negat în repetate rânduri că ar ataca ţinte civile.
Ucraina este un important producător mondial de grâu şi porumb, iar înainte de invazia rusă exporta aproximativ 6 milioane de tone de cereale pe lună prin Marea Neagră.
Atunci când Rusia şi-a lansat invazia în februarie 2022, a blocat porturile ucrainene din Marea Neagră. Livrările au fost reluate în iulie 2022 în cadrul Iniţiativei privind cerealele din Marea Neagră, un acord mediat de Organizaţia Naţiunilor Unite şi Turcia. Însă, un an mai târziu, Rusia a ieşit din acord. De atunci, Ucraina a exportat cereale şi alte produse alimentare folosind propriul său coridor, care trece prin apele teritoriale ale României, Bulgariei şi Turciei.",0,digi24,2024,11,Zelenski spune că peste 300 de infrastructuri portuare ucrainene au fost avariate de atacurile ruseşti,https://www.digi24.ro/stiri/externe/zelenski-spune-ca-peste-300-de-infrastructuri-portuare-ucrainene-au-fost-avariate-de-atacurile-rusesti-3018407,8b99df88dc7be1f6c605debb2ecf991baf04414b
g4m_v2_00028,"Armata ucraineană anunţă eliberarea satului Torske, important pentru apărarea oraşului Liman Armata ucraineană a anunţat sâmbătă că a eliberat satul Torske, care este important pentru apărarea oraşului Liman, informează agenția dpa, citată de Agerpres. Până la 100 de soldaţi ruşi au fost ucişi şi numeroşi alţi soldaţi au fost capturaţi în timpul asaltului, a precizat Statul Major al armatei ucrainene pe Telegram. Informaţia nu a putut fi confirmată din sursă independentă. Torske este un sat situat în nordul regiunii Doneţk. Înainte de război, satul avea o populaţie de puţin peste 1.000 de locuitori, însă la ora actuală el este în mare parte distrus. La scurt timp după declanşarea războiului, satul a fost capturat de trupele ruse, apoi a fost eliberat de ucraineni în timpul unei ofensive în 2022. Recent, el se afla din nou în mâinile ruşilor. Torske este important datorită amplasării sale pe un deal pe malul râului Jerebeţ. Acest râu constituie o barieră naturală şi face dificilă avansarea trupelor ruse spre oraşul Liman, situat la numai 13 kilometri mai la vest, precum şi spre ansamblul urban format din oraşele Sloviansk şi Kramatorsk, pe care armata rusă nu a reuşit până acum să le captureze.",0,g4media,2025,10,"Armata ucraineană anunţă eliberarea satului Torske, important pentru apărarea oraşului Liman",https://www.g4media.ro/armata-ucraineana-anunta-eliberarea-satului-torske-important-pentru-apararea-orasului-liman.html,1a119ea7be60ddfc
g4m_v2_01168,"Zelenski admite că progresul pe câmpul de luptă în contraofensiva ucraineană este „mai lent decât se dorea” / „Unii oameni cred că acesta este un film de la Hollywood și se așteaptă la rezultate acum” Președintele Volodimir Zelenski a declarat că progresul pe câmpul de luptă în contraofensiva Kievului împotriva forțelor ruse a fost „mai lent decât se dorea”, a relatat miercuri BBC, citat de The Guardian . „Unii oameni cred că acesta este un film de la Hollywood și se așteaptă la rezultate acum. Nu este”, a declarat președintele ucrainean într-un interviu. Ucraina a raportat recucerirea a opt sate din sud în ultimele două săptămâni. Deși mici, avansurile sunt cele mai mari ale forțelor sale din noiembrie, pe măsură ce acestea pătrund în zonele puternic fortificate și minate deținute de Rusia.",0,g4media,2023,6,Zelenski admite că progresul pe câmpul de luptă în contraofensiva ucraineană este „mai lent decât se dorea” / „Unii oameni cred că acesta este un film de la Hollywood și se așteaptă la rezultate acum”,https://www.g4media.ro/zelenski-admite-ca-progresul-pe-campul-de-lupta-in-contraofensiva-ucraineana-este-mai-lent-decat-se-dorea-unii-oameni-cred-ca-acesta-este-un-film-de-la-hollywood-si-se-ast.html,2fefde3b6e070805
g4m_v2_00272,"Casa Albă: SUA vor acorda Ucrainei mai mult ajutor în „zilele următoare” SUA vor acorda Ucrainei mai mult ajutor în următoarele zile, a declarat un purtător de cuvânt al Casei Albe, relatează Sky News . Vorbind pentru MSNBC, John Kirby a declarat că ajutorul va fi furnizat în pachete de securitate suplimentare. El nu a furnizat alte detalii cu privire la valoarea asistenței sau la ce a fost inclus în pachet. Aceasta vine după ce biroul ministrului ucrainean al apărării, Rustem Umerov, a declarat că a vorbit cu omologul său american, Lloyd Austin, în cursul zilei de astăzi. Biroul a declarat că cei doi oficiali au vorbit despre situația de pe câmpul de luptă și despre nevoile de apărare ale Ucrainei. Ieri, președintele ucrainean Volodimir Zelenski a făcut apel la Occident pentru a permite trupelor sale să tragă rachete mai adânc în teritoriul rus. Marea Britanie, ca și alte guverne occidentale, a refuzat până acum să permită Ucrainei să utilizeze arme cu rază lungă de acțiune din cauza riscului perceput de escaladare a conflictului.",0,g4media,2024,8,Casa Albă: SUA vor acorda Ucrainei mai mult ajutor în „zilele următoare”,https://www.g4media.ro/casa-alba-sua-vor-acorda-ucrainei-mai-mult-ajutor-in-zilele-urmatoare.html,b89ec6ebfbb35dfe
g4m_v1r_00764,"La Chișinău va fi creată o filială a Academiei Române O filială a Academiei Române va fi înființată la Chișinău, aceasta urmând a fi cea de-a patra filială a forului științific românesc. Proiectul de lege care prevede crearea filialei în țara noastră se află pe masa senatorilor români, a declarat pentru Moldpres vicepreședintele Academiei Române, Mircea Dumitru, citat de Radio Chișinău . Noua instituție științifică care va funcționa la Chișinău va reprezenta o viziune comună a savanților și cercetătorilor din spațiul românesc, susține președintele Academiei de Științe a Moldovei, Ion Tighineanu. Rectorul Universității de Stat din Moldova, Igor Șarov, a apreciat această inițiativă, menționând simbolismul pe care îl comportă. Proiectul de lege al Academiei Române, aflat în faza de dezbateri la Senatul României, prevede crearea la Chișinău a filialei Academiei Române, o inițiativă care vine să integreze și să dezvolte cele două academii, afirmă academicianul Mircea Dumitru. „Vom fi într-o alianță foarte rodnică, foarte productivă pentru oamenii de știință atât de la Chișinău, cât și din București. Proiectul de lege se află în dezbatere în Senatul României și unul dintre puncte este chiar acesta. Când va fi adoptat și aprobat – și nu văd niciun motiv pentru care să fie respins, în special acest articol din proiectul de lege – Academia Română va putea să deschidă o filială la Chișinău, așa cum are, în momentul de față, filiale doar în trei orașe mari istorice din România: Iași, Cluj și Timișoara”, a declarat vicepreședintele Academiei Române. Academicianul român a accentuat că.",0,g4media,2026,2,La Chișinău va fi creată o filială a Academiei Române,https://www.g4media.ro/la-chisinau-va-fi-creata-o-filiala-a-academiei-romane.html,04092fafc09c1dd3
